term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
norm,1229,0.0403,0.0193,0.0642,0.0172,0.0154,0.0196,0.0354,0.0172,0.0213,0.0,0.0143,0.0159,0.0327,0.0,0.0
handeln,413,0.0,0.0023,0.0292,0.0,0.0114,0.0,0.0036,0.0045,0.0035,0.0,0.0,0.0157,0.0,0.0,0.0007
gesellschaftlich,405,0.0091,0.0,0.0032,0.0016,0.0264,0.0,0.0083,0.0004,0.0,0.0,0.0,0.0225,0.0,0.0019,0.0
mensch,374,0.0041,0.0,0.0097,0.0,0.0,0.0,0.0,0.0345,0.0137,0.0,0.001,0.0061,0.0,0.0078,0.0008
ethisch,366,0.0054,0.0243,0.0123,0.0,0.0214,0.0,0.0,0.0,0.0,0.0,0.0016,0.0023,0.0,0.0,0.0
leben,336,0.0,0.0001,0.0161,0.0,0.0062,0.0187,0.0049,0.0091,0.0,0.0,0.0026,0.0088,0.0,0.0044,0.0006
moralisch,331,0.0043,0.0035,0.0423,0.0068,0.0026,0.0,0.0017,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
verschieden,305,0.0,0.0061,0.0027,0.0,0.0015,0.0,0.0106,0.015,0.0,0.0141,0.0087,0.0069,0.0073,0.0055,0.0018
ethik,295,0.0009,0.0272,0.0243,0.0,0.0,0.006,0.0,0.0004,0.0072,0.0,0.0042,0.0,0.0,0.0,0.0
unterschiedlich,281,0.0,0.0,0.0009,0.0,0.0125,0.0023,0.0047,0.0107,0.005,0.0106,0.0,0.0107,0.0,0.0,0.0
bedeutung,272,0.0058,0.0,0.0053,0.0136,0.0,0.0031,0.0,0.0122,0.0,0.0,0.0001,0.0135,0.0084,0.0053,0.0
gesellschaft,272,0.0083,0.0029,0.005,0.0,0.004,0.0033,0.0,0.0076,0.0131,0.0,0.0,0.0042,0.0158,0.0,0.0137
politisch,256,0.0,0.0136,0.0,0.0,0.0009,0.0,0.0,0.0012,0.0,0.0,0.0156,0.0265,0.0,0.0,0.0073
entscheidung,254,0.0,0.0183,0.0026,0.0,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0
sozial,249,0.0046,0.0,0.0,0.0,0.0027,0.0,0.0121,0.0098,0.0,0.0,0.0025,0.0223,0.0,0.0,0.0
beitrag,238,0.0032,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0268,0.0207,0.0,0.0
gerechtigkeit,230,0.0035,0.0113,0.0072,0.007,0.0,0.0,0.0072,0.0128,0.0,0.0,0.0,0.0042,0.0066,0.0,0.0
welt,229,0.0004,0.0,0.0179,0.0124,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entwicklung,218,0.0097,0.0,0.0007,0.0174,0.0037,0.0,0.0,0.0002,0.0,0.0,0.0015,0.0185,0.0,0.0,0.0
frage,202,0.0033,0.0042,0.0072,0.0,0.0065,0.005,0.0,0.0052,0.0187,0.0,0.0,0.0,0.0,0.0,0.0
regel,190,0.0,0.0,0.0121,0.0,0.0025,0.0033,0.0051,0.0126,0.0,0.0,0.0016,0.0,0.0,0.0,0.0
perspektive,185,0.0,0.0,0.0044,0.005,0.0097,0.0035,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0
demokratisch,183,0.0045,0.0,0.0,0.0,0.003,0.0042,0.0087,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0132
freiheit,181,0.0009,0.0032,0.0058,0.0,0.0,0.0,0.0035,0.0031,0.0,0.0,0.0012,0.0162,0.0,0.0,0.0
umgang,177,0.0027,0.0003,0.0015,0.007,0.0046,0.0,0.0,0.0097,0.0,0.0,0.0,0.0085,0.0,0.0,0.0
religion,173,0.0006,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.0261,0.0,0.0,0.0076,0.0,0.0,0.0
zusammenhang,170,0.0,0.0,0.0,0.0062,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0144,0.0046
biologisch,168,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0045,0.0246,0.0,0.0,0.0151,0.0
relevant,167,0.0,0.0052,0.0,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0268,0.0013,0.0,0.0,0.0
leitperspektive,167,0.0,0.0036,0.0,0.0089,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0188,0.0089,0.0,0.0
aussage,164,0.0,0.0153,0.0,0.0,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bezug,164,0.0018,0.0,0.0045,0.0011,0.0146,0.0,0.0,0.0013,0.0043,0.0,0.0,0.0,0.0,0.0,0.0
wertvorstellung,163,0.0022,0.0,0.012,0.0,0.0052,0.0,0.0153,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0
verantwortung,163,0.0007,0.0054,0.0,0.0,0.0005,0.0,0.0067,0.012,0.0047,0.0,0.0,0.0058,0.0,0.002,0.0
historisch,162,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0028,0.0,0.0,0.0212
experiment,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0181,0.0
argument,159,0.0016,0.0,0.0,0.0,0.0201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
information,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0189,0.007,0.0,0.0,0.0
entwickeln,156,0.0,0.0015,0.0,0.0089,0.0127,0.0025,0.0,0.0,0.0088,0.0027,0.0,0.0007,0.0025,0.0,0.0
religiös,154,0.0,0.0,0.0083,0.0,0.0,0.0062,0.0036,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0
bne,152,0.0,0.0,0.0001,0.0103,0.0,0.0,0.0,0.001,0.0,0.0,0.0071,0.014,0.0079,0.0,0.0
begründen,147,0.0,0.0,0.0014,0.0053,0.0142,0.0041,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
