topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,78,15,4,23,120
2,20,59,2,0,10,91
3,4,233,2,0,4,243
4,13,40,6,1,11,71
5,94,119,40,5,63,321
6,4,46,6,1,23,80
7,0,45,1,0,2,48
8,31,133,20,0,53,237
9,4,34,4,0,9,51
10,74,10,9,7,16,116
11,72,29,7,0,20,128
12,28,123,24,7,101,283
13,0,27,5,0,21,53
14,138,11,0,5,6,160
15,16,16,68,4,29,133
