rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,veränderung,279,295.7448780174404,0.05740480010986987
2,lebewesen,234,246.7530387767633,0.04789536495928005
3,wissen,286,116.24505881950431,0.022563448638661446
4,gruppe,108,112.42983680986913,0.021822904767517994
5,erfahrung,191,102.22981110479462,0.019843054970488515
6,insbesondere,132,98.19572276204255,0.019060028611778145
7,lernen,322,93.67237871051904,0.01818203653006722
8,vielfalt,193,82.48394147224704,0.016010333650509818
9,anspruch,83,79.66759899817471,0.015463674726612834
10,kind,79,66.57396246636473,0.012922168030508644
11,entwickeln,377,63.08116132035378,0.012244206833160505
12,persönlich,155,60.27658460359356,0.011699831671373524
13,kulturell,389,59.63069729167851,0.011574463373256122
14,gehören,76,57.917891366849894,0.011242003577499358
15,ziel,255,54.42938962368006,0.010564876904699339
16,ethikunterricht,81,53.74948179981894,0.010432905142471279
17,information,190,53.34412995965761,0.010354225364432123
18,fremd,74,50.10015381814362,0.009724561705628822
19,umgang,436,50.04732310861045,0.009714307136417872
20,rahmen,80,47.533380828763015,0.009226344825693145
