rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,system,246,264.7016488312704,0.0907340733059582
2,aufbau,83,72.29790306868168,0.024782177466081107
3,immunsystem,56,61.64153518914262,0.02112940209189488
4,körper,119,54.153744250021,0.018562747237383482
5,ernährung,92,44.15227112631834,0.015134455802175756
6,ägypten,39,41.680782356402474,0.014287282223112251
7,hochkultur,51,39.93635161817519,0.013689328613158072
8,vernetzung,61,39.69060607944952,0.01360509228964518
9,früh,39,39.620201722511034,0.013580959179361505
10,toll,39,36.065086649864206,0.012362341641326179
11,hygiene,36,35.321567697932636,0.01210747922023136
12,exkursion,37,33.97569628776431,0.011646143237891305
13,ddr,33,33.62966208387566,0.011527530101325558
14,erkrankung,35,31.338253769029738,0.010742084257179572
15,ausbreitung,32,28.124631135818902,0.00964052303583144
16,regulation,25,27.955483273489165,0.009582542760272388
17,beschreibung,27,27.951689412901242,0.009581242305869413
18,krankheitserreger,24,25.71097629586051,0.008813173693086455
19,erbgut,23,24.46871104013322,0.008387351688288691
20,nische,22,24.032063134448983,0.008237678109532479
