rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,bedürfnis,56,128.44708614326126,0.14810162117097714
2,familie,16,81.11598602049783,0.09352807753940869
3,aufgabe,15,80.45007203763201,0.09276026767011471
4,funktion,29,79.369545489308,0.09151440263471342
5,identität,13,55.639115496482674,0.0641528231816618
6,eth,11,54.369463294530384,0.06268889313016408
7,individualität,11,54.2735336382234,0.06257828464503587
8,rolle,21,53.4611730948857,0.061641619462071265
9,lebensform,8,52.29568047075202,0.06029778713173334
10,wunsch,14,38.39969737947488,0.044275488102798924
11,vielfalt,11,29.710724474120422,0.034256958198909754
12,nennen,10,28.811276708684314,0.03321988000414925
13,gesellschaftlich,53,28.43533783935734,0.032786416251250956
14,körperlich,22,6.8183368339180435,0.007861655480971978
15,veränderung,15,6.650634130341062,0.007668291481676539
16,äußerer,9,6.147774418547474,0.007088485891885759
17,bestimmen,6,4.10499850120295,0.004733131370956239
18,einfluß,14,3.007418952886064,0.0034676039436657624
19,faktor,9,3.004464877573407,0.003464197845824214
20,kritisch,8,2.7340851349708473,0.0031524455171916396
