topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.1726,540,62.6095
2,2,0.1339,480,76.1706
3,7,0.1211,357,59.7081
4,1,0.1168,299,62.9766
5,10,0.1167,286,81.0017
6,6,0.0896,236,131.3924
7,5,0.0756,183,85.3425
8,8,0.0708,150,30.6267
9,9,0.0526,98,68.7961
10,4,0.0504,115,85.5126
