topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,92,204,44,10,51,401
2,1,63,18,3,35,120
3,5,72,4,2,8,91
4,5,54,3,0,2,64
5,7,44,6,2,9,68
6,4,190,10,4,33,241
7,0,104,3,2,40,149
