term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
folge,433,0.0215,0.0,0.0181,0.0167,0.019,0.0001,0.0001,0.0,0.0149,0.0165
politisch,311,0.0092,0.0,0.0,0.0041,0.0369,0.0001,0.0001,0.0,0.0057,0.0015
historisch,295,0.0401,0.0062,0.0,0.0,0.0,0.0001,0.026,0.0,0.0,0.0054
konflikt,280,0.006,0.0,0.0,0.0,0.0,0.0019,0.0199,0.0,0.0,0.0518
entwicklung,273,0.0167,0.0033,0.0157,0.0061,0.0194,0.0001,0.0011,0.0,0.0013,0.0003
auswirkung,235,0.014,0.0,0.0062,0.0084,0.0067,0.0143,0.0001,0.0,0.0179,0.0032
gesellschaftlich,226,0.0125,0.0,0.0,0.0259,0.0108,0.0043,0.0052,0.0,0.0,0.0
sozial,226,0.0019,0.0006,0.0,0.0034,0.0128,0.0138,0.0109,0.0,0.0,0.0215
bedeutung,222,0.0014,0.0001,0.0197,0.0037,0.0113,0.0019,0.006,0.0047,0.0163,0.007
zusammenhang,217,0.011,0.0184,0.0012,0.0057,0.0009,0.0165,0.0252,0.0025,0.0,0.0041
international,199,0.0003,0.0,0.0,0.0,0.0279,0.0046,0.0001,0.0,0.0088,0.0008
revolution,193,0.0021,0.0,0.0,0.0556,0.0001,0.0001,0.0001,0.0,0.0001,0.0
deutschland,169,0.0,0.0,0.0,0.0,0.0277,0.0001,0.0001,0.0,0.0,0.0
verschieden,169,0.0099,0.0017,0.0,0.0105,0.0,0.0069,0.0221,0.0,0.0,0.0086
form,163,0.0045,0.0,0.0013,0.0071,0.0023,0.0001,0.0115,0.0,0.0,0.0194
gesellschaft,162,0.0,0.0,0.0,0.002,0.0083,0.0001,0.0001,0.0,0.0195,0.0127
unterschiedlich,158,0.0084,0.0022,0.0009,0.0,0.0074,0.013,0.0001,0.0,0.0,0.0094
mensch,151,0.0088,0.0,0.0001,0.0093,0.0,0.0001,0.0001,0.0245,0.0059,0.0001
krieg,147,0.0,0.0,0.0014,0.0115,0.0149,0.0001,0.0004,0.0001,0.0,0.0026
wirkung,146,0.0038,0.0108,0.0,0.0096,0.0,0.0001,0.028,0.0097,0.0,0.0011
ökonomisch,137,0.0074,0.0,0.0,0.0,0.0147,0.0001,0.0001,0.0,0.0047,0.0002
prozeß,132,0.013,0.0044,0.0,0.0115,0.0,0.0001,0.0001,0.0061,0.0,0.0
akteur,132,0.0011,0.0,0.0,0.0,0.0138,0.0001,0.0001,0.0,0.0,0.0104
dar,132,0.0,0.0,0.0,0.0049,0.0,0.0001,0.0001,0.0,0.0,0.0281
stellen,131,0.0,0.0044,0.0,0.0049,0.0,0.0099,0.0001,0.0,0.0,0.0208
möglichkeit,128,0.0005,0.0047,0.0,0.0009,0.007,0.0035,0.005,0.0,0.0025,0.0112
wirtschaftlich,127,0.0,0.0,0.0,0.0013,0.0164,0.0001,0.0016,0.0,0.0,0.0049
wandel,121,0.0099,0.0,0.0,0.0039,0.0081,0.0001,0.0001,0.0,0.0038,0.0
global,112,0.0014,0.0,0.0,0.0088,0.0012,0.0001,0.0001,0.0,0.0219,0.0036
weltkrieg,112,0.002,0.0,0.0011,0.0065,0.0119,0.0001,0.0001,0.0,0.0,0.0
gewalt,107,0.0003,0.0,0.0,0.0024,0.0,0.0032,0.0047,0.0024,0.0,0.0168
verhalten,106,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.045,0.0,0.0
merkmal,106,0.0043,0.0,0.0047,0.0,0.0,0.0001,0.0001,0.0018,0.011,0.0103
funktion,105,0.0,0.0,0.0062,0.0063,0.0,0.0001,0.0491,0.0,0.0,0.0022
genetisch,103,0.0,0.0,0.0491,0.0,0.0,0.0001,0.0001,0.0001,0.0009,0.0
ziel,103,0.0055,0.0,0.0,0.0077,0.0045,0.0001,0.0001,0.0,0.0015,0.0045
struktur,102,0.0087,0.0061,0.0071,0.0,0.002,0.0001,0.0101,0.0,0.0,0.0
deutsch,102,0.0,0.0,0.0001,0.0187,0.0059,0.0028,0.0001,0.0,0.0,0.0
erörtern,101,0.0048,0.0039,0.0,0.0129,0.0,0.013,0.0001,0.0,0.0001,0.001
sachverhalt,97,0.0024,0.0235,0.0,0.0,0.0,0.0121,0.0017,0.0,0.0,0.0
europäisch,96,0.0016,0.0,0.0,0.0034,0.0125,0.0001,0.0001,0.0,0.0001,0.0
darstellung,92,0.0081,0.0127,0.0,0.0014,0.0,0.0001,0.0017,0.0031,0.0,0.0
veränderung,92,0.0073,0.0022,0.0,0.0024,0.0,0.0001,0.0001,0.0146,0.0025,0.0
demokratie,88,0.0005,0.0,0.0001,0.0,0.0138,0.0001,0.0001,0.0,0.0,0.0
aktuell,86,0.0027,0.0004,0.0,0.0001,0.0059,0.0101,0.0001,0.0,0.0001,0.0052
interesse,86,0.0,0.0,0.0,0.0,0.0032,0.0001,0.0001,0.0,0.0,0.0159
geschichte,82,0.0097,0.0041,0.0001,0.0,0.0,0.0001,0.009,0.0,0.0007,0.001
begründen,81,0.0015,0.0198,0.0,0.0,0.0,0.0103,0.0001,0.0017,0.0,0.0
ereignis,80,0.0109,0.0,0.0003,0.002,0.0,0.0001,0.0001,0.0,0.0,0.0028
welt,79,0.0011,0.0,0.0054,0.0036,0.0,0.0042,0.0001,0.0,0.0092,0.005
