document_id,most_prevalent_topic_id,most_prevalent_topic_probability,text_excerpt,state,school type,grade,year,subject
0,3,0.6149588185126217,"erläutern Chancen und Herausforderungen unterschiedlicher Möglichkeiten von Partizipation in einer demokratischen Gesellschaft u. a. Künstliche Intelligenz, soziale Medien, vergleichen die Gesellschaften zugrundeliegenden Werthaltungen kritisch, beschreiben ausgewählte gesellschaftliche Probleme hinsichtlich ihrer Ursachen, Entwicklungen und Konsequenzen, beschreiben Freiheitsrechte und deren mögliche Gefährdung, erläutern Gerechtigkeitsgrundsätze, stellen das Verhältnis von Recht, Gerechtigkeit und Rechtsstaat dar. Urteilskompetenz Die Schülerinnen und Schüler beurteilen den Einsatz von Künstlicher",NRW,,Sek1,2024.0,"Ethik, Philo"
1,7,0.9689644421842604,"auch in den Medien, dass Konflikten mit Gewalt oder Gleichgültigkeit begegnet wird. Durch eine Auseinandersetzung mit Fragen nach Moral und Ethik werden die Schülerinnen und Schüler dafür sensibilisiert, Ausprägungen und Ursachen verschiedener Konflikte zu erkennen und nach Möglichkeiten für eine friedliche Konfliktlösung zu suchen. Dafür ist eine ethische Reflexion über Formen, Fundamente und Funktionen verschiedener Absprachen, Regeln und Rituale unabdingbar. Dies",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
2,1,0.8137993439170707,"Temperament, auffällige Merkmale benennen Beispiele für gängige Vorurteile und Klischees. Vorurteile und Klischees bezogen auf Aussehen, Geschlechterrollen, Lebensalter, Religionszugehörigkeit, soziale und ethnische Herkunft Klischees und Stereotype in den Medien erläutern Ursachen und Folgen von Vorurteilen. Unkenntnis, Desinteresse, Intoleranz, Unsicherheit, Schwarz-Weiß-Denken, Stärkung des Ich- und Wir-Gefühls, Aufbau von Feindbildern, Ausgrenzung, Diskriminierung, Konflikte, Gewalt diskutieren Möglichkeiten und Voraussetzungen eines toleranten Zusammenlebens. Minimalkonsens grundlegender",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
3,7,0.9812490681119621,"-verläufe. Sucht, Misserfolg, soziale Ausgrenzung, Vereinsamung, Verlusterfahrungen, Konfrontation mit Gewalt, Tod Krisenverlaufsmodell beschreiben verschiedene Suchtformen. stoffgebundene Süchte z. B. Alkohol, Nikotin, Medikamente, Verhaltenssüchte z. B. Online-Sucht, Kaufsucht, Spielsucht erläutern mögliche Ursachen und Auswirkungen von Süchten. beschreiben verschiedene Orientierungsmöglichkeiten. Unsicherheit, Einsamkeit, Langeweile, Gruppenzwang, Neugier, persönliche Probleme Abhängigkeit, Isolation, gesundheitliche Schäden, Verkehrsdelikte, Beschaffungskriminalität Individuum in der globalisierten Welt Unübersichtlichkeiten von Lebenswelten, Instabilität von",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
4,6,0.6335157217840526,"Ethik Leitthema: Ethische Grundlagen für Konfliktlösungen Erwartete Kompetenzen am Ende von Schuljahrgang am Ende von Schuljahrgang Mögliche Inhalte für den Kompetenzerwerb Die Schülerinnen und Schüler ... benennen verschiedene Formen und Ursachen von Konflikten und Gewalt. verbale, nonverbale, physische, psychische Gewaltformen z. B. Mobbing, Stalking, medial vermittelte Gewalt, Autoaggression Armut, Imperialismus, Kriege, Terror, ethnische Konflikte, religiös begründete Auseinandersetzungen stellen Schwierigkeiten bei der",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
5,10,0.9653790939322747,"alternativer Lebenskonzepte, z. B. das des Buen Vivir Ist das Verhältnis von Wohlstand/Armut und Glück messbar Sein: Die Welt Kultur Ethik / Armut und Wohlstand inhaltsbezogene Kompetenzen methodisch-didaktische Hinweise beschreiben Ursachen, Faktoren und Folgen von Armut und Wohlstand: o soziale Unterschiede, o elementare/normale Bedürfnisse/Luxus, o unterschiedliche Chancen Fairness, Gerechtigkeit, o Kinderarbeit Kinderrechte. Ist Armut sichtbar, messbar oder nur ein Gefühl vergleichend:",Saarland,GemS,"5,6",2018.0,"Ethik, Philo"
6,8,0.6249049226075595,"d. h. man lernt ihn nur durch Erfahrung kennen und kann immer wieder von seinem eigenen Charakter überrascht werden, konstant, er verändert sich im Laufe des Lebens nicht. Motive sind Ursachen, die auf den Willen wirken. Das stärkste Motiv führt über den Willen zum Entschluss. Dabei führt der individuelle Charakter eines Menschen dazu, dass ein Motiv bei Menschen mit unterschiedlichem Charakter",,,,2006.0,"Ethik, Philo"
7,5,0.33658156801629996,"Lernbereich : Konflikte und ihre Regelung ca. Std. Kompetenzerwartungen Die Schülerinnen und Schüler ... akzeptieren Konflikte als alltägliche Herausforderung ihres Menschseins und nutzen die Entwicklungsmöglichkeiten, die sie bieten. erkennen mögliche Ursachen von Konflikten, indem sie Motive und Interessen sowie ggf. Vorurteile, unterschiedliche Wahrnehmungen und einfach strukturierte Kommunikationsprobleme analysieren. sprechen Konflikte offen an und geben sich nicht mit Scheinlösungen zufrieden. lösen einfach",Bayern,Gym,7,,"Ethik, Philo"
8,3,0.5144044595962284,"in die Situation von Mobbingopfern. Sie sind sich der Bedeutung der Zuschauer bewusst und tragen zur Beendigung von Mobbingfällen bei. Inhalte zu den Kompetenzen: Sach- und Beziehungsebene in der Kommunikation Ursachen von Konflikten: unterschiedliche Wahrnehmung, Interessen, Motive und Erwartungen, Vorurteile, Kommunikations- und Beziehungsprobleme Konflikte als Chance: Klärung zwischenmenschlicher Beziehungen, Interessenausgleich, persönliche Weiterentwicklung Konflikte in der eigenen Lebenswelt Eltern, Lehrer, Gleichaltrige und",Bayern,Gym,7,,"Ethik, Philo"
9,5,0.5520081197920905,"Intelligenz, Hirnforschung Q. Gewalt und Krieg grundlegendes Niveau Grundkurs und Leistungskurs Rechtfertigungen von Gewalt Widerstandsrecht: Tyrannenmord, ziviler Ungehorsam Terrorismus Rechtfertigungen von staatlicher und revolutionärer Gewalt Ursachen für Kriege Bürger-Krieg als Ursache von Flucht und Vertreibung Theorien des gerechten Krieges, Pazifismus Friedensethik: Friedensvertrag und Friedensbund; ewiger Frieden erhöhtes Niveau Leistungskurs Begriffsklärungen und Handlungsoptionen Wo beginnt Gewalt - und was ist zumutbar Begriffsbildungen",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
10,5,0.5520081197920905,"szientifischer Auflösungen der Schuldfrage: Künstliche Intelligenz, Hirnforschung Q. Gewalt und Krieg grundlegendes Niveau Grundkurs und Leistungskurs Rechtfertigungen von Gewalt Widerstandsrecht: Tyrannenmord, ziviler Ungehorsam Terrorismus Rechtfertigungen von staatlicher und revolutionärer Gewalt Ursachen für Kriege Bürger-Krieg als Ursache von Flucht und Vertreibung Theorien des gerechten Krieges, Pazifismus Friedensethik: Friedensvertrag und Friedensbund; ewiger Frieden erhöhtes Niveau Leistungskurs Begriffsklärungen und Handlungsoptionen Wo beginnt Gewalt -",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
11,7,0.7726359150878507,"Schulklasse, Verein, voneinander abgrenzen und sich mit der Bedeutung sozialer Beziehungen für ihr Leben und das anderer auseinandersetzen Erfahrungen von Andersheit und Fremdheit beschreiben und vergleichen PG Wahrnehmung und Empfindung Ursachen für Erfahrungen von Andersheit und Fremdheit zum Beispiel körperliche, religiöse, kulturelle herausarbeiten und mögliche Folgen zum Beispiel Erkenntnisgewinn, Freundschaft, Verunsicherung, Ausgrenzung darlegen und diskutieren BNE Kriterien für nachhaltigkeitsfördernde und -hemmende",BaWü,Gym,,2016.0,"Ethik, Philo"
12,7,0.9653798273919072,und Gewalt Friedliches Zusammenleben und die Bedeutung von Konflikten Die Schülerinnen und Schüler können moralische Werte und Normen als Grundlagen eines friedlichen Zusammenlebens erfassen und diskutieren. Sie können sich mit Ursachen von Konflikten und von Gewalt auseinandersetzen und deren Auswirkungen auf ein friedliches Zusammenleben überprüfen und erläutern. Die Schülerinnen und Schüler können Ursachen und Folgen von Konflikten an Beispielen herausarbeiten und,BaWü,Gym,,2016.0,"Ethik, Philo"
13,7,0.5018849988503612,"Zusammenlebens erfassen und diskutieren. Sie können sich mit Ursachen von Konflikten und von Gewalt auseinandersetzen und deren Auswirkungen auf ein friedliches Zusammenleben überprüfen und erläutern. Die Schülerinnen und Schüler können Ursachen und Folgen von Konflikten an Beispielen herausarbeiten und im Zusammenhang mit Vorstellungen eines friedlichen Zusammenlebens untersuchen zum Beispiel bezogen auf Intoleranz, Ungerechtigkeit, Wertekollision, Vorurteile, Diskriminierung BTV Konfliktbewältigung und Interessenausgleich Formen",BaWü,Gym,,2016.0,"Ethik, Philo"
14,4,0.9699964139929377,"die Bedeutung der Einhaltung der Menschenrechte für ein menschenwürdiges Leben erklären. Sie können verschiedene Möglichkeiten aufzeigen, sich für gerechte und menschenwürdige Lebensverhältnisse einzusetzen. Die Schülerinnen und Schüler können Erscheinungsformen und Ursachen von Armut und Reichtum erfassen und beschreiben PG Ernährung unterschiedliche Auffassungen von Armut und Reichtum erläutern und voneinander abgrenzen beispielsweise Geschichte, Kulturen, Religionen Auswirkungen von Armut und Reichtum auf die",BaWü,Gym,,2016.0,"Ethik, Philo"
15,3,0.9678516907272956,"Menschenrechte auseinandersetzen. Sie können Lösungsansätze für Konflikte in einer pluralistischen Gesellschaft und einer globalen Welt bewerten. Die Schülerinnen und Schüler können ethisch-moralische Konflikte in einer pluralistischen Gesellschaft identifizieren und mögliche Ursachen erarbeiten zum Beispiel Vielfalt der kulturellen Lebensformen, Wertewandel, Säkularisierung BTV Konfliktbewältigung und Interessenausgleich Grundlagen und Voraussetzungen für ein gutes und gerechtes Zusammenleben erarbeiten und prüfen zum Beispiel Toleranz, Menschenwürde, Menschenrechte,",BaWü,Gym,,2016.0,"Ethik, Philo"
16,3,0.9678516907272956,"Menschenrechte auseinandersetzen. Sie können Lösungsansätze für Konflikte in einer pluralistischen Gesellschaft und einer globalen Welt bewerten. Die Schülerinnen und Schüler können ethisch-moralische Konflikte in einer pluralistischen Gesellschaft identifizieren und mögliche Ursachen erarbeiten zum Beispiel Vielfalt der kulturellen Lebensformen, Wertewandel, Säkularisierung BTV Konfliktbewältigung und Interessenausgleich Grundlagen und Voraussetzungen für ein gutes und gerechtes Zusammenleben erarbeiten und prüfen zum Beispiel Toleranz, Menschenwürde, Menschenrechte,",BaWü,Gym,,2016.0,"Ethik, Philo"
17,7,0.6065172658260691,Umgang mit Interkulturalität erarbeiten und diskutieren. Sie können Lösungsansätze für Gerechtigkeitsprobleme einer globalisierten Welt untersuchen und sich damit auseinandersetzen. Die Schülerinnen und Schüler können Formen interkultureller Begegnung exemplarisch beschreiben und Ursachen möglicher Probleme identifizieren Bedingungen der Möglichkeit interkultureller Verständigung erarbeiten und diskutieren BTV Formen interkulturellen und interreligiösen Dialogs exemplarisch transnationale beziehungsweise intergenerationelle Gerechtigkeitsprobleme einer globalisierten Welt beschreiben zum Beispiel Lebens- und,BaWü,Gym,,2016.0,"Ethik, Philo"
18,10,0.9470491449384005,"Weltdeutung Die Entstehung der Erde Sagen und Mythen nach Anfangsvorstellungen untersuchen - Woraus ist die Erde entstanden nach dem letzten Urgrund befragen - Gibt es einen Anfang von allem nach Ursachen suchen, die als letzter Anstoß für Veränderungen dienen - Worin unterscheiden sich mythologiverschiedene Ursprungsmythen sche von wissenschaftlichen Erklävergleichen und nach Gründen rungsgsversuchen für Gemeinsamkeiten suchen Inhalte Methodische Hinweise existiert, muss",MeckPomm,,5-6,,"Ethik, Philo"
19,10,0.6024663306384239,"... A Voraussetzungen und Denkwege analysieren identifizieren mit Hilfestellung Vorurteile, Gewohnheiten, Verständnisschwierigkeite n und fehlendes Wissen für einen begründeten Problemlösungsvorschlag oder eine klare Positionierung bei sich und anderen und analysieren Ursachen und Gründe. identifizieren Vorurteile, Gewohnheiten, Verständnisschwierigkeiten und fehlendes Wissen für einen begründeten Problemlösungsvorschlag oder eine klare Positionierung bei sich und anderen und analysieren Ursachen und Gründe, unterscheiden intuitive Positionierungen und",Hamburg,Stadtteilschule,5-11,2024.0,"Ethik, Philo"
