topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,2,10,0,22,0,34
2,0,19,0,0,0,19
3,0,7,0,0,2,9
4,4,1,3,0,3,11
5,3,5,0,7,1,16
6,2,4,0,1,4,11
7,3,7,0,0,3,13
8,6,1,0,3,0,10
9,0,11,0,0,0,11
10,16,10,1,2,2,31
11,9,11,10,1,14,45
12,0,11,0,4,0,15
13,2,10,0,14,0,26
14,3,3,3,0,3,12
15,0,4,0,0,0,4
