rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,mensch,789,359.2432596037833,0.02350058039167361
2,historisch,404,336.6968106176636,0.02202566159283668
3,leben,546,250.1620520918052,0.016364825947224527
4,welt,466,220.7704359572494,0.014442117533507456
5,wert,517,218.30673247588072,0.014280949689219972
6,norm,414,199.18998787219138,0.013030391519021911
7,menschlich,414,166.11833512240267,0.010866946518024214
8,nachhaltigkeit,119,153.2136360543967,0.01002276110947261
9,unternehmen,107,147.25186971729607,0.009632760837133662
10,regel,235,144.95278801124667,0.009482362039061207
11,grenze,223,133.04550576874962,0.008703424547249174
12,kulturell,221,126.92157359749004,0.008302815888752505
13,umwelt,158,126.70673974170334,0.0082887621238904
14,information,165,122.53269136833002,0.00801570881882524
15,kritisch,227,120.2786019242321,0.00786825327505395
16,geschichte,189,116.28055472711047,0.007606713421336755
17,wandel,112,115.39978241955161,0.007549096027364281
18,digital,158,114.41724343976104,0.007484821373170384
19,bedeutung,446,113.46401466680155,0.00742246410184594
20,unterschiedlich,323,111.97645707133138,0.00732515269536848
