topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.2295,71,34.2312
2,2,0.1924,59,15.865
3,6,0.1334,36,20.3314
4,4,0.129,33,16.9875
5,5,0.1119,31,22.0901
6,7,0.106,31,26.7312
7,1,0.0979,24,17.329
