rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,politisch,14,19.436974894843082,0.10805010766430796
2,demokratisch,16,12.970037999301791,0.07210041736518062
3,entwickeln,35,9.756809171053181,0.05423808422328646
4,fähigkeit,45,7.0858173816268355,0.03939004578215181
5,zentral,8,7.079269098018919,0.039353643885628314
6,grundordnung,8,6.518427085972046,0.03623592417295793
7,toleranz,66,6.5172156581358,0.03622918984784602
8,freiheitlich,8,6.517049841334915,0.0362282680725551
9,begriff,6,4.9626485990692775,0.027587354427865637
10,bedeutung,10,4.956073205373641,0.027550801826414405
11,perspektivenübernahme,16,4.414082360516387,0.024537875717453236
12,identität,10,4.377399765639376,0.02433395724005073
13,perspektivwechsel,34,3.9691188868571627,0.022064324586391192
14,verantwortungsbereitschaft,8,3.8534542073458526,0.021421344845882782
15,konflikt,35,3.8506611257556402,0.021405818110463798
16,gesellschaftlich,22,3.2949219492234536,0.01831646505102716
17,position,29,3.293813693511162,0.01831030425956241
18,wertvorstellung,11,3.2925220641136894,0.01830312409411926
19,bereitschaft,14,3.2919945660098078,0.01830019173313071
20,gesellschaft,25,3.2915450567263234,0.018297692911851196
