rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,sozial,101,4.588409415519832,0.02658834214911995
2,perspektive,20,4.580381557415209,0.026541823319024202
3,haltung,14,3.377884254133357,0.019573742043428242
4,miteinander,6,3.3269603468023523,0.019278654541622687
5,ermöglichen,13,3.17749274497308,0.018412538339305794
6,handeln,36,3.125664532846945,0.018112210684950055
7,einnehmen,16,3.046998861953114,0.0176563686744179
8,kritisch,21,3.032556006492357,0.01757267701837212
9,toleranz,66,2.956415910474887,0.01713146989388757
10,historisch,7,2.8918869730134733,0.016757545661681965
11,kostbarkeit,5,2.8872987104658128,0.016730958170584384
12,fairness,7,2.885757788717604,0.016722029029577958
13,austrag,5,2.8857041134277894,0.016721717998708367
14,kooperier,5,2.8856129032528193,0.016721189465371437
15,praktizieren,5,2.8849823847060567,0.016717535815198897
16,zeichensystemen,5,2.884839252726345,0.016716706411868808
17,zentral,8,2.8848202350516448,0.016716596210621267
18,möglichkeit,16,2.884748486330117,0.01671618045008554
19,beziehen,5,2.8846972794803274,0.01671588372302409
20,einmischen,5,2.884460485101748,0.016714511576516117
