rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,entwickeln,35,16.53358366469223,0.07245740372335223
2,position,29,12.201713224558995,0.05347325051594581
3,perspektivwechsel,34,9.178410223838336,0.04022381285355643
4,demokratisch,16,8.773300299516697,0.03844844376635763
5,grundordnung,8,8.770181046300793,0.03843477383283543
6,freiheitlich,8,8.76841271028781,0.03842702421006702
7,wert,31,8.758360896358036,0.03838297275970802
8,alltag,9,7.8061253373522295,0.03420985955340665
9,erfahrung,6,6.101763035333512,0.026740597600720905
10,erleben,7,6.092206844215397,0.02669871818655727
11,gehören,11,6.07531615422856,0.026624695786552372
12,interkulturell,6,6.004062023168856,0.026312428981856244
13,handeln,36,5.894016331763421,0.02583016057278732
14,kritisch,21,5.80990823584626,0.025461562065296983
15,sowohl,11,5.7629399473445755,0.025255726457531616
16,einnehmen,16,5.701699930109083,0.024987345884822928
17,insbesondere,12,5.5529034702229385,0.02433525463919662
18,toleranz,66,5.552121130852918,0.024331826085488492
19,auseinander,19,5.549054358862737,0.024318386147679085
20,wertvorstellung,11,5.54867118047219,0.02431670689217677
