topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,85,1,0,1,87
2,0,17,2,0,5,24
3,9,3,0,0,2,14
4,0,75,0,0,0,75
5,4,102,2,1,3,112
