topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,9,0.1591,109,30.3497
2,1,0.1283,91,38.6
3,5,0.1249,84,43.2683
4,3,0.1137,81,23.9847
5,8,0.113,73,75.9893
6,2,0.0795,51,89.8818
7,10,0.0791,51,21.715
8,4,0.0754,44,47.98
9,7,0.072,43,62.4464
10,6,0.0551,34,30.2578
