rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,politisch,285,202.06023036858664,0.05261416032282815
2,geschichte,270,102.77758932185255,0.02676210233111972
3,historisch,258,102.28777270993365,0.02663455971820042
4,verschieden,216,71.15928864796075,0.01852906044179326
5,gesellschaft,356,62.42640453545776,0.01625511784587636
6,politik,98,60.10024738502638,0.015649413274394702
7,demokratie,142,48.996818769258525,0.012758208150766821
8,gegenwart,72,48.016344177407035,0.012502903842373072
9,zusammenhang,97,43.54434789954665,0.011338447438966849
10,vergangenheit,46,41.062121756978016,0.010692104296704821
11,kunst,135,40.313648852870564,0.010497210559811782
12,system,56,39.717362637434896,0.010341944486522666
13,gruppe,37,38.83965806464343,0.010113400309250913
14,unterschiedlich,190,38.625452515571304,0.010057623647607195
15,auseinandersetzung,124,37.97220838813634,0.009887526389041699
16,konflikt,84,37.3714135364729,0.009731086318727574
17,land,78,36.32194540508491,0.009457816886054836
18,frage,135,31.075496975730164,0.008091702048493833
19,herausforderung,50,30.55527047778235,0.007956241050962154
20,inhaltsfeld,38,30.358182174191178,0.007904921523195682
