topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2907,231,46.0904
2,3,0.2574,192,68.1746
3,4,0.1779,127,35.0678
4,2,0.1425,102,46.4479
5,1,0.1315,86,32.7929
