topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.1661,52,19.7675
2,3,0.1648,45,18.1275
3,6,0.1324,37,28.5803
4,10,0.1313,44,19.4007
5,2,0.1057,30,27.7695
6,8,0.093,26,33.7117
7,4,0.0842,24,14.7319
8,9,0.0616,13,13.8444
9,1,0.033,7,18.3088
10,7,0.0281,5,18.0365
