topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,1,150,2,1,4,158
2,9,42,87,0,19,157
3,0,117,1,1,4,123
4,5,126,4,2,4,141
5,0,56,43,1,16,116
6,9,227,49,0,162,447
7,1,55,21,0,17,94
