topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,2,24,4,2,3,35
2,0,5,11,3,9,28
3,1,13,3,2,2,21
4,0,25,0,0,2,27
5,0,37,0,2,3,42
6,0,11,13,0,0,24
7,1,9,2,1,6,19
8,0,5,0,0,16,21
9,0,18,4,7,4,33
10,0,30,0,3,2,35
