topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.1829,52,21.1196
2,6,0.1558,42,16.4073
3,4,0.1349,41,34.53
4,8,0.1183,37,16.9215
5,1,0.1098,29,18.8649
6,10,0.0815,18,36.3006
7,5,0.0795,20,28.9125
8,3,0.0723,15,14.6897
9,9,0.0519,11,22.9363
10,2,0.0131,2,26.5246
