rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,sozialisation,8,31.157201062727534,0.05573892341448511
2,gesellschaftlich,33,27.204394406148527,0.04866751841055833
3,demokratie,35,26.202140160611883,0.04687452768198359
4,analyse,7,21.255674938412643,0.038025509259645186
5,grundgesetz,12,15.309973466925117,0.027388899177198237
6,extremismus,12,14.541507497366101,0.026014145850105308
7,inhalt,18,14.38323269964264,0.025730998887995647
8,antisemitismus,45,14.086913329490091,0.025200895986714197
9,wert,12,14.070008638573343,0.025170654205032422
10,mensch,20,13.633910443735953,0.024390492860170317
11,politisch,39,13.628792880298167,0.024381337754230178
12,nationalismus,7,13.022535447196496,0.023296768682538403
13,partizipation,7,12.960542667282569,0.02318586620433066
14,umgang,16,12.815515057991007,0.022926417905652814
15,emanzipation,6,12.501762947958689,0.022365128565284397
16,diktatur,18,12.287783890952946,0.02198232902412103
17,bleiben,5,12.023486093968657,0.02150951137162825
18,leer,5,12.021018081967478,0.02150509620186885
19,grundrecht,5,11.987766053527487,0.021445609720305195
20,verbindung,5,11.954280726054503,0.021385705876575203
