rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,gedanke,78,53.01737600692996,0.10369412675517535
2,verändern,43,32.3149039328794,0.06320316086671879
3,auslösen,25,23.113448977299647,0.0452064792434863
4,situation,109,20.058978887016256,0.039232388623265155
5,betrachten,20,17.960044607940798,0.03512718437557126
6,formulier,20,17.660743628761864,0.03454179603668267
7,mindmap,38,17.065799472694362,0.03337817347785497
8,brainstorming,37,17.037736128557324,0.03332328573758393
9,zusammenhang,32,15.980772215231,0.031256021035728825
10,auftauchend,18,15.913329958955995,0.031124113981899508
11,sammel,18,15.899772595281343,0.031097597788658227
12,male,18,15.899138463289566,0.031096357520503007
13,dauer,22,15.854776670076147,0.031009592430356753
14,intensität,18,15.846066463660476,0.030992556558041753
15,qualität,18,15.846015793144273,0.030992457454024815
16,situationsabhängigkeit,18,15.845507019013555,0.030991462367259418
17,häufigkeit,18,15.845403471057377,0.030991259842809853
18,differenzieren,29,14.654722030742661,0.028662463484029472
19,umgang,49,12.303188973438901,0.02406321347812257
20,angenehm,16,11.955223372241727,0.023382644353911967
