topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2405,169,19.9057
2,2,0.2399,154,72.6872
3,1,0.2316,146,27.7526
4,3,0.1584,105,18.7956
5,4,0.1296,87,47.7762
