topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.2716,189,32.5331
2,4,0.2086,141,22.4173
3,1,0.1593,103,30.9817
4,7,0.1589,90,21.2808
5,5,0.0783,39,17.6058
6,2,0.0707,35,30.1637
7,3,0.0525,26,63.9248
