rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,lernen,49,14.940473544775543,0.0830167273187887
2,position,36,8.899857857326525,0.049452051884661674
3,einnehmen,15,5.4958125109164895,0.0305374770917809
4,empathie,34,5.1715919718097165,0.02873594596858637
5,setzen,29,5.138078543560657,0.028549728635773458
6,einsetzen,6,5.137304196382754,0.028545425976401556
7,umzugeh,6,5.1346926729010445,0.028530915048610817
8,phänomen,24,5.110691848443196,0.02839755448989278
9,problem,14,4.915254961710348,0.027311609611016613
10,fähigkeit,33,4.898615540710813,0.027219152683749814
11,entwickeln,37,4.862333693794505,0.027017552635194026
12,unterschiedlich,41,4.5397564115037135,0.025225152266965076
13,umgang,26,4.495405199907326,0.024978714801089524
14,bereiten,13,4.485107384531213,0.024921494999555396
15,mehrperspektivität,5,4.483783770231389,0.024914140337932756
16,vielgestaltig,5,4.4837480872628115,0.024913942065551135
17,wertvorstellung,14,4.483483910231547,0.02491247416612327
18,mehrperspektivisch,5,4.483350015679539,0.024911730181169902
19,vielschichtig,5,4.48315996164333,0.024910674146094942
20,interdisziplinarität,5,4.483051146646441,0.024910069515666208
