topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.3405,112,26.1484
2,1,0.2754,87,18.4581
3,4,0.2246,75,20.1881
4,2,0.0986,24,19.31
5,3,0.0609,14,27.1332
