topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.1695,201,72.5698
2,6,0.1674,184,50.2667
3,1,0.1629,180,30.5259
4,3,0.1356,145,56.418
5,7,0.1302,142,31.2592
6,4,0.1175,108,86.0098
7,5,0.117,125,79.1101
