topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.2795,59,19.0333
2,3,0.2684,48,8.1098
3,5,0.1944,33,5.6364
4,2,0.1312,22,16.5493
5,1,0.1265,23,17.6192
