term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
anforderungsbereich,55,0.0163,0.0793,0.0006,0.0532,0.0015,0.0367,0.0004,0.0005,0.0013,0.0002
sachverhalte,41,0.0003,0.027,0.0007,0.0584,0.0014,0.0444,0.0003,0.0006,0.0013,0.0162
operator,39,0.0318,0.0531,0.0007,0.0093,0.0015,0.0479,0.0003,0.0005,0.0012,0.0003
zusammenhang,38,0.0221,0.0009,0.0007,0.051,0.0014,0.0106,0.0004,0.0005,0.0012,0.0074
sachverhalt,31,0.004,0.0008,0.0151,0.0285,0.0015,0.1024,0.0003,0.0005,0.0012,0.0003
afb,30,0.0458,0.0008,0.0006,0.004,0.0015,0.0006,0.0004,0.0005,0.0012,0.0002
reorganisation,29,0.0108,0.027,0.0006,0.0386,0.0015,0.0006,0.0003,0.0005,0.0013,0.0002
umfasst,29,0.0004,0.0531,0.0006,0.0136,0.0015,0.0007,0.0054,0.0005,0.0013,0.0002
inhalt,26,0.0111,0.0008,0.0006,0.0212,0.0015,0.0006,0.0049,0.0006,0.0137,0.0002
methode,26,0.0075,0.0008,0.021,0.0164,0.0169,0.0006,0.0003,0.0006,0.0014,0.0003
kontext,23,0.0056,0.0008,0.0006,0.0002,0.0015,0.0006,0.0093,0.0006,0.0013,0.0321
lernen,23,0.0112,0.0008,0.0006,0.0002,0.0014,0.0006,0.0216,0.0005,0.0502,0.0004
anwendung,22,0.0074,0.0009,0.0007,0.0004,0.0019,0.0009,0.0357,0.0006,0.0012,0.0002
fachmethode,19,0.0003,0.0009,0.0006,0.0002,0.0014,0.0006,0.0004,0.0006,0.0012,0.0334
material,19,0.0096,0.0008,0.024,0.04,0.0096,0.0007,0.0003,0.0005,0.0012,0.0002
modell,19,0.0003,0.0009,0.0006,0.001,0.0016,0.0006,0.0367,0.0006,0.0012,0.0002
reflexion,19,0.0008,0.0023,0.0007,0.0182,0.0015,0.0006,0.0069,0.0005,0.0166,0.0003
selbstständig,19,0.0041,0.0309,0.0006,0.0097,0.0015,0.0006,0.0003,0.0008,0.0012,0.0002
datum,18,0.0102,0.0008,0.0006,0.0183,0.0015,0.0024,0.0003,0.0005,0.0407,0.0002
kritisch,18,0.0003,0.0008,0.0006,0.0002,0.0014,0.0006,0.0072,0.033,0.0013,0.0162
ler,18,0.0003,0.0008,0.0488,0.0002,0.0015,0.0006,0.0012,0.0006,0.0013,0.0162
verwend,18,0.0003,0.0008,0.0006,0.0002,0.0015,0.0006,0.0004,0.0006,0.0012,0.0321
wissen,18,0.0095,0.0008,0.0007,0.0044,0.0015,0.0008,0.02,0.0005,0.0012,0.0003
fragestellung,17,0.0082,0.0008,0.0006,0.0046,0.0015,0.0042,0.0003,0.0376,0.0012,0.0002
vergleichbar,17,0.0038,0.027,0.0006,0.0002,0.0015,0.0006,0.0003,0.0006,0.0012,0.0162
ziel,17,0.0003,0.0009,0.0006,0.0002,0.0015,0.0006,0.0498,0.0005,0.0012,0.0058
biologisch,16,0.0088,0.0008,0.0006,0.0007,0.0033,0.0126,0.0112,0.0005,0.0012,0.0002
iii,16,0.0133,0.0008,0.0006,0.0116,0.0015,0.0006,0.0004,0.0005,0.0012,0.0003
anwenden,15,0.0009,0.0008,0.0006,0.0044,0.0015,0.0006,0.0006,0.0006,0.0012,0.0177
arbeitstechnik,15,0.0003,0.0008,0.0006,0.006,0.0015,0.0006,0.0003,0.0006,0.0012,0.0162
beschreibung,15,0.0091,0.027,0.0006,0.0002,0.0014,0.0319,0.0003,0.0005,0.0012,0.0002
darstellung,15,0.0157,0.0008,0.0006,0.0002,0.0015,0.0346,0.0024,0.0005,0.0012,0.0003
information,15,0.0219,0.0008,0.0006,0.0002,0.0015,0.0343,0.0078,0.0005,0.0012,0.0002
kommunikation,15,0.0003,0.0008,0.0006,0.0002,0.0634,0.0006,0.0122,0.0005,0.0015,0.0002
politisch,15,0.0165,0.0008,0.029,0.0125,0.0014,0.0006,0.0221,0.0005,0.0012,0.0182
begründen,14,0.0003,0.0008,0.0006,0.0002,0.0015,0.0006,0.0037,0.0006,0.0013,0.0244
kenntnis,14,0.0003,0.0008,0.0006,0.0022,0.0015,0.0006,0.0004,0.0006,0.0013,0.0241
stoff,14,0.0003,0.0009,0.0006,0.0002,0.002,0.0006,0.0155,0.0005,0.0341,0.0003
verfahrensweise,14,0.0038,0.0008,0.0006,0.0022,0.0015,0.0006,0.0004,0.0006,0.0012,0.0174
signal,13,0.0003,0.0008,0.0006,0.0041,0.0015,0.0006,0.0042,0.0005,0.042,0.0009
aufgabenstellung,12,0.0072,0.0008,0.0239,0.0002,0.0015,0.0321,0.0003,0.0005,0.0012,0.0002
bedeutung,12,0.0003,0.0008,0.0006,0.0003,0.0015,0.0006,0.0226,0.0005,0.0012,0.0071
eigenständig,12,0.0073,0.027,0.0006,0.0021,0.0015,0.0006,0.0003,0.0005,0.0012,0.0002
entwickeln,12,0.0003,0.0009,0.0077,0.0002,0.0015,0.0006,0.0004,0.0006,0.0013,0.0172
gelernt,12,0.0073,0.0008,0.0239,0.004,0.0015,0.0006,0.0003,0.0005,0.0012,0.0002
genetik,12,0.0003,0.0008,0.0006,0.0002,0.0634,0.0006,0.0071,0.0005,0.0015,0.0002
synapse,12,0.0003,0.0009,0.0006,0.0002,0.0015,0.0006,0.0156,0.0005,0.021,0.0002
teilche,12,0.0003,0.0008,0.0006,0.0002,0.0015,0.0006,0.0071,0.0005,0.0537,0.0003
wiedergabe,12,0.0003,0.027,0.0006,0.0002,0.0015,0.0476,0.0003,0.0005,0.0013,0.0002
zuvor,12,0.0003,0.0531,0.0006,0.0002,0.0014,0.0006,0.0003,0.0005,0.0013,0.0002
basiskonzept,11,0.0125,0.0183,0.0006,0.0002,0.0015,0.0006,0.0003,0.0005,0.0012,0.0003
chemisch,11,0.0003,0.0008,0.0006,0.0019,0.0014,0.0006,0.0018,0.0005,0.0563,0.0002
