rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,lebensform,47,46.87024144656539,0.06816064898980581
2,familie,80,43.265570178073745,0.06291858653242752
3,liebe,52,38.42680523722339,0.05588185387438297
4,mensch,184,33.88775345725497,0.0492809765250803
5,sexualität,47,33.369079993840266,0.04852670006332063
6,eth,48,29.25296357956973,0.042540872863473106
7,akzeptanz,24,22.84874549789806,0.03322759332304996
8,selbstfindung,22,21.50304319617227,0.03127061722474512
9,gesellschaftlich,90,21.03637371301525,0.030591967107869083
10,wandel,32,14.144596933938583,0.020569659488859325
11,verschieden,94,13.803915475904791,0.02007422638329596
12,form,37,12.265036244372363,0.017836324381921263
13,personale,23,11.477433886177932,0.016690960367920272
14,zusammenleben,26,11.079458954902053,0.016112208717400982
15,rolle,68,11.066134313896669,0.01609283147182996
16,geschlechterrolle,15,10.226792275721364,0.014872225469369362
17,verliebtsein,10,9.82094535402442,0.014282026043899885
18,ehe,10,9.510775257142106,0.013830963825139356
19,familienmitglied,11,8.906055295106249,0.01295155497642571
20,begründen,37,8.595662151929664,0.012500168394493517
