topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,12,0.1908,43,15.8299
2,7,0.1326,25,9.0117
3,4,0.1006,13,16.1193
4,3,0.0864,20,11.8339
5,6,0.0765,13,25.7783
6,8,0.0564,9,12.2008
7,14,0.0541,11,23.897
8,1,0.0538,9,14.7238
9,13,0.052,10,14.5671
10,11,0.0517,8,20.0978
11,9,0.0487,8,23.7428
12,15,0.037,6,19.1173
13,10,0.0232,4,24.1811
14,2,0.0195,4,21.3412
15,5,0.0168,2,23.2748
