topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.1674,1050,103.2579
2,2,0.1182,633,290.5281
3,10,0.0985,412,150.1645
4,3,0.0841,397,133.0891
5,5,0.0771,310,106.1164
6,11,0.0733,335,194.7635
7,1,0.0725,302,146.1004
8,9,0.0715,264,85.8322
9,4,0.0665,335,236.189
10,7,0.066,260,117.5024
11,12,0.054,347,272.421
12,8,0.0509,207,166.0988
