topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,12,0.1822,241,43.6286
2,10,0.1301,162,35.4713
3,6,0.1251,159,58.0676
4,3,0.0993,112,44.9898
5,9,0.092,110,75.8547
6,8,0.0826,95,73.4391
7,11,0.0794,85,24.1288
8,2,0.0543,48,29.2879
9,5,0.0533,53,74.4111
10,7,0.0411,40,35.7403
11,1,0.0405,36,97.7159
12,4,0.0202,14,91.1269
