rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,ethisch,29,10.95394967799323,0.03829517141923862
2,position,55,9.666553894975511,0.033794416564200756
3,diskurs,19,8.833097723243517,0.030880641359351875
4,urteil,38,8.135371785831381,0.028441381077690463
5,mensch,60,6.772513634064031,0.02367680865621127
6,moralisch,15,6.755783760637424,0.023618320769236475
7,verstehen,24,6.563105746612082,0.022944715558995018
8,argumentativ,18,6.124302064801503,0.021410651343957685
9,frage,40,5.753318680444135,0.02011368790015105
10,befähigung,8,5.59267179682751,0.01955206399946574
11,unterschiedlich,22,5.171428399176297,0.018079390799707988
12,präsentieren,9,4.935647435591355,0.01725509703505626
13,legitimieren,7,4.908269606557013,0.017159383736494824
14,stellen,19,4.343807645991106,0.015186016305116314
15,urteilsbildung,14,4.22246220696182,0.014761790840770327
16,problemstellung,15,4.221573359410547,0.014758683416476607
17,erfassen,14,4.221406261623266,0.014758099240120516
18,austausch,8,4.221403512401873,0.01475808962880153
19,geprägt,6,4.221304939966603,0.014757745018097916
20,persönlichkeitsentwicklung,6,4.22111680528925,0.014757087296460431
