topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,5,6,9,6,9,35
2,15,19,8,2,22,66
3,6,11,14,2,10,43
4,13,6,8,1,18,46
5,2,6,30,1,102,141
6,6,2,12,1,10,31
7,24,9,9,8,27,77
8,5,8,6,0,9,28
9,11,9,13,0,15,48
10,13,12,13,2,14,54
