term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
gesellschaftlich,59,0.0057,0.0087,0.0001,0.0002,0.0051,0.0104,0.0001,0.0001,0.0,0.0001
modell,58,0.0002,0.0104,0.0001,0.0002,0.0001,0.0,0.0298,0.0001,0.0087,0.0013
aufgabe,58,0.0002,0.0001,0.0001,0.0002,0.0105,0.0,0.0001,0.0001,0.0154,0.0016
europäisch,57,0.0152,0.0001,0.0001,0.0002,0.0001,0.0085,0.0001,0.0001,0.0,0.0099
fähigkeit,56,0.0002,0.0002,0.0039,0.0002,0.0001,0.0108,0.0001,0.0001,0.0,0.0091
beurteilen,55,0.0176,0.0174,0.0001,0.0002,0.0072,0.0031,0.0001,0.0001,0.0,0.0001
welt,55,0.0002,0.0001,0.0001,0.0002,0.0001,0.0044,0.0001,0.0146,0.0,0.0127
arbeit,54,0.0022,0.0001,0.014,0.0002,0.0043,0.0049,0.0001,0.0001,0.0,0.0002
sozialkompetenz,54,0.0002,0.0312,0.0001,0.0002,0.0017,0.0012,0.0001,0.0001,0.0001,0.0001
verschieden,52,0.0106,0.0001,0.003,0.0002,0.0001,0.0112,0.0001,0.0001,0.0,0.0001
darstellen,51,0.0002,0.0001,0.0001,0.0002,0.0001,0.0009,0.0001,0.0001,0.0128,0.0094
rahmen,49,0.0002,0.0001,0.0001,0.0079,0.0101,0.0024,0.0001,0.0076,0.0041,0.0052
handeln,49,0.0002,0.0001,0.001,0.0002,0.0112,0.0098,0.0001,0.0038,0.0,0.0001
ökonomisch,48,0.0002,0.0001,0.0017,0.0002,0.0001,0.0215,0.0001,0.0001,0.0,0.0002
interesse,48,0.0002,0.0001,0.0001,0.0002,0.0001,0.004,0.0001,0.0001,0.0125,0.0029
einsatz,47,0.0002,0.0021,0.0067,0.0002,0.0001,0.0,0.0001,0.0001,0.0132,0.0001
arbeitsform,46,0.0082,0.0082,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0124,0.0001
aktiv,45,0.0002,0.0001,0.0208,0.0002,0.0053,0.0,0.0001,0.0001,0.0,0.0001
form,45,0.0002,0.0001,0.0015,0.0002,0.0039,0.0017,0.0162,0.0001,0.0001,0.0076
information,45,0.0002,0.0145,0.0084,0.0088,0.0003,0.0,0.0001,0.0001,0.0,0.0036
lerngruppe,45,0.0002,0.0001,0.0091,0.0014,0.0001,0.0,0.0001,0.0321,0.0,0.0001
jahrgangsstufe,44,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0579,0.0001,0.0,0.0001
global,43,0.0002,0.0001,0.0001,0.0002,0.0001,0.0051,0.0001,0.0001,0.0,0.0137
arbeiten,42,0.0002,0.0124,0.0001,0.0031,0.016,0.0,0.0001,0.0001,0.0,0.0001
thema,42,0.0002,0.0002,0.0001,0.0219,0.0001,0.0014,0.0001,0.0001,0.0,0.0144
beschreiben,41,0.0002,0.0018,0.0019,0.0002,0.0001,0.0029,0.0001,0.0048,0.0001,0.0128
gemeinsam,41,0.0002,0.0044,0.0001,0.0119,0.0001,0.0073,0.0001,0.0001,0.0,0.0009
reflektieren,40,0.0002,0.0001,0.0009,0.0002,0.0107,0.0064,0.0001,0.0027,0.0,0.0017
solidarität,40,0.0002,0.0001,0.0001,0.0002,0.0154,0.004,0.0001,0.0001,0.0,0.0001
inhalt,40,0.0002,0.0001,0.0016,0.0002,0.0001,0.0053,0.0001,0.0142,0.0001,0.0058
konfrontation,40,0.0002,0.0001,0.0001,0.0002,0.0001,0.0025,0.0001,0.0075,0.0,0.0132
deutschland,39,0.0002,0.0001,0.0001,0.0002,0.0001,0.0012,0.0001,0.0001,0.0,0.0166
perspektive,38,0.0002,0.0019,0.0003,0.0143,0.0095,0.0,0.0001,0.0001,0.0022,0.0061
bildung,38,0.0002,0.0001,0.0039,0.0002,0.0067,0.0031,0.0143,0.0001,0.0033,0.0001
methode,38,0.0002,0.0232,0.0018,0.0002,0.0007,0.0,0.0001,0.0001,0.0,0.0001
europa,36,0.0046,0.0001,0.0001,0.0002,0.0001,0.002,0.0001,0.005,0.0,0.0108
ler,36,0.0113,0.0001,0.0149,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0001
präsentieren,35,0.0002,0.0061,0.0015,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0141
wichtig,35,0.0002,0.0001,0.014,0.0002,0.0081,0.0,0.0001,0.0001,0.0,0.0001
einzeln,34,0.0046,0.0001,0.0001,0.0028,0.0001,0.0,0.0266,0.0001,0.0037,0.0001
ergebnis,34,0.0002,0.0001,0.0001,0.0024,0.0001,0.0,0.0001,0.0001,0.0112,0.0046
inhaltlich,34,0.0002,0.0001,0.0001,0.007,0.0001,0.0,0.0001,0.0001,0.0109,0.0001
fachlich,33,0.0002,0.0001,0.0001,0.0002,0.0001,0.0007,0.0002,0.0001,0.0114,0.0001
projekt,32,0.0002,0.0046,0.0001,0.014,0.0001,0.0,0.013,0.0001,0.0015,0.0001
differenzierung,32,0.0002,0.0001,0.0128,0.0002,0.0001,0.0,0.005,0.0001,0.0,0.0005
wirtschaftlich,32,0.0002,0.0001,0.0013,0.0002,0.0001,0.0104,0.0001,0.0001,0.0,0.002
erreichen,31,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0122,0.0001
lassen,31,0.0002,0.0001,0.0121,0.0002,0.0001,0.0,0.0001,0.0001,0.0021,0.0007
niveaustuf,30,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0426,0.0001,0.0,0.0001
niveaustufen,30,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0426,0.0001,0.0,0.0001
politik,30,0.0002,0.0001,0.0001,0.0002,0.0001,0.0083,0.0001,0.0001,0.0,0.0009
bereich,29,0.0002,0.0001,0.0001,0.0002,0.0062,0.0023,0.0001,0.0131,0.0,0.001
dienen,28,0.0002,0.0001,0.0172,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0001
erläutern,28,0.0002,0.0001,0.0001,0.0002,0.0001,0.0016,0.0001,0.0149,0.0,0.0054
respektieren,27,0.0002,0.0001,0.0001,0.0002,0.0158,0.0,0.0001,0.0001,0.0,0.0001
erweiterung,27,0.0002,0.0001,0.0118,0.0002,0.0001,0.0,0.0001,0.0028,0.0,0.0001
förderung,27,0.0002,0.0001,0.0011,0.0002,0.0001,0.0,0.014,0.0146,0.0,0.0001
problem,26,0.0002,0.0108,0.0001,0.0002,0.0001,0.0032,0.0001,0.0001,0.0,0.0001
verhalten,26,0.0002,0.0001,0.0001,0.0054,0.0047,0.0003,0.0001,0.0163,0.0,0.0001
klasse,26,0.0002,0.0001,0.0001,0.0002,0.0001,0.0017,0.0119,0.0083,0.0,0.0006
krieg,25,0.0002,0.0001,0.0001,0.0002,0.0001,0.0004,0.0001,0.0001,0.0,0.0119
bezug,24,0.0002,0.0001,0.0001,0.0119,0.0001,0.0009,0.0001,0.0001,0.0026,0.0046
deutsch,24,0.0002,0.0001,0.0001,0.0017,0.0001,0.0001,0.0001,0.0309,0.0,0.0014
erörtern,24,0.0172,0.0001,0.0001,0.0002,0.0032,0.0027,0.0001,0.0001,0.0,0.0026
geschichte,24,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0118
demokratisch,23,0.0002,0.0001,0.0013,0.0002,0.0047,0.0081,0.0001,0.0001,0.0,0.0001
staat,23,0.0003,0.0001,0.0001,0.0002,0.0001,0.0028,0.0001,0.0147,0.0,0.0002
unterstützen,23,0.0002,0.0001,0.0117,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0001
fachspezifisch,23,0.0002,0.0001,0.0024,0.017,0.0001,0.0,0.0001,0.0001,0.0027,0.0001
wissen,23,0.0002,0.015,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0029,0.0001
anwenden,22,0.0002,0.0107,0.0001,0.0002,0.0016,0.0,0.0055,0.0001,0.0001,0.0001
meinung,22,0.0002,0.0001,0.0001,0.0002,0.0147,0.0,0.0001,0.0001,0.0,0.0001
anregung,21,0.002,0.0001,0.0001,0.0175,0.0001,0.0,0.0001,0.0086,0.0,0.0001
aspekt,21,0.0341,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0001
bieten,21,0.0002,0.0001,0.0001,0.0173,0.0001,0.0,0.0001,0.0001,0.0058,0.0001
struktur,21,0.0044,0.0001,0.0001,0.0002,0.0001,0.0003,0.0001,0.0001,0.0,0.0101
eigenständig,21,0.0002,0.0111,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0028,0.0001
verbindlich,21,0.0002,0.006,0.0012,0.0002,0.0001,0.0,0.0001,0.013,0.0001,0.0001
jahrgangsstuf,21,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0294,0.0001,0.0,0.0001
mensch,21,0.0002,0.0001,0.001,0.0002,0.0095,0.0,0.0001,0.0005,0.0,0.0027
erhalten,20,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0163,0.004,0.0003
verhaltensweise,20,0.0002,0.0001,0.0001,0.0002,0.0118,0.0,0.0001,0.0001,0.0,0.0001
frage,20,0.0002,0.0001,0.0008,0.0002,0.0101,0.0015,0.0001,0.0001,0.0,0.0001
analyse,19,0.0197,0.0001,0.0031,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0001
nehmen,19,0.0042,0.0001,0.0001,0.0002,0.0105,0.0,0.0001,0.0001,0.0,0.0001
sach,19,0.0002,0.0112,0.0001,0.0002,0.0024,0.0,0.0001,0.0001,0.0,0.0001
bilden,19,0.0002,0.0001,0.0001,0.0039,0.0001,0.0024,0.0001,0.0123,0.0,0.0003
stark,19,0.0175,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0098,0.0,0.0001
verarbeit,19,0.0002,0.0129,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0001
folge,19,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.01
zuordnen,19,0.0002,0.0001,0.0012,0.0002,0.0001,0.0008,0.0214,0.0001,0.0,0.0001
unterrichtsergänzend,18,0.0002,0.0001,0.0001,0.0002,0.0121,0.0,0.0001,0.0001,0.0,0.0001
gewalt,18,0.0186,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0027
produktiv,17,0.0002,0.0001,0.0001,0.0002,0.0117,0.0,0.0001,0.0001,0.0,0.0001
fachkonzept,17,0.0002,0.0001,0.0001,0.0002,0.0001,0.0112,0.0001,0.0001,0.0,0.0001
wenden,16,0.0002,0.0001,0.0001,0.0002,0.0001,0.0007,0.0001,0.014,0.0,0.0017
wert,16,0.0002,0.0001,0.0007,0.025,0.0002,0.0,0.0001,0.0001,0.0,0.0001
idee,16,0.0002,0.0001,0.0001,0.0002,0.0102,0.0,0.0001,0.0001,0.0,0.0001
norm,15,0.0002,0.0001,0.0003,0.0134,0.0024,0.0,0.0001,0.0001,0.0,0.0001
außerschulischer,15,0.0002,0.0114,0.0001,0.0017,0.0001,0.0,0.0001,0.0001,0.0,0.0001
zusammenhang,15,0.0002,0.0001,0.0001,0.0123,0.0001,0.0018,0.0001,0.0033,0.0,0.0001
hierbei,15,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0214,0.0001,0.0,0.0001
lernort,15,0.0002,0.0106,0.0001,0.0032,0.0001,0.0,0.0001,0.0001,0.0,0.0001
möglich,14,0.0133,0.0001,0.0001,0.0037,0.0001,0.0013,0.0001,0.0001,0.0,0.0008
durchführen,14,0.0002,0.0001,0.0001,0.0177,0.0001,0.0,0.0021,0.0001,0.0001,0.0001
integrativ,14,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0179,0.0001,0.0,0.0001
auffälligkeit,13,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.016,0.0,0.0001
hinaus,13,0.0002,0.0001,0.0012,0.0146,0.0001,0.0008,0.0002,0.0001,0.0,0.0001
lehrplan,13,0.0002,0.0001,0.0002,0.0145,0.0001,0.0005,0.0005,0.0001,0.0,0.0001
arbeitswelt,12,0.0213,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0,0.0001
religion,12,0.0002,0.0001,0.0001,0.0137,0.0011,0.0,0.0001,0.0001,0.0,0.0006
vermitteln,12,0.0002,0.0001,0.0001,0.0035,0.0001,0.0,0.0152,0.0001,0.0,0.0001
unterrichtsstunden,11,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.013,0.0,0.0001
inklusiv,11,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0133,0.0,0.0001
beispielsituation,10,0.0135,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0013,0.0,0.0001
regulär,10,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0125,0.0,0.0001
didaktisch,10,0.0002,0.0001,0.0001,0.0126,0.0001,0.0003,0.0001,0.0001,0.0,0.0001
erdkund,10,0.0002,0.0001,0.0001,0.0129,0.0001,0.0,0.0001,0.0001,0.0,0.0005
lernvoraussetzung,10,0.0002,0.0001,0.0001,0.0002,0.0001,0.0,0.0116,0.0001,0.0,0.0001
beteiligter,7,0.013,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0001
einblick,7,0.0134,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0001
