term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
lernen,179,0.0,0.0165,0.0172,0.0124,0.0341,0.0134,0.0175
kommunikation,136,0.0076,0.0243,0.0001,0.0001,0.0267,0.0085,0.0002
international,121,0.0412,0.0001,0.0001,0.0087,0.0002,0.0001,0.0001
individuell,117,0.0,0.0142,0.0001,0.0197,0.0071,0.0105,0.0133
sozial,104,0.0228,0.0001,0.0091,0.0001,0.0001,0.0001,0.0098
medium,85,0.0018,0.003,0.0001,0.0001,0.0073,0.0267,0.0041
konflikt,84,0.0245,0.0062,0.0001,0.0001,0.0002,0.0001,0.0001
angemessen,83,0.0045,0.014,0.0153,0.0001,0.0001,0.0001,0.0038
entwicklung,81,0.0216,0.0001,0.0001,0.0001,0.0001,0.0021,0.0058
politisch,80,0.0237,0.0006,0.0001,0.0001,0.0003,0.0091,0.0084
bedeutung,80,0.0121,0.0046,0.0001,0.0039,0.0001,0.0062,0.0064
unterschiedlich,76,0.0037,0.0117,0.0001,0.0001,0.0001,0.0167,0.0043
fördern,72,0.0,0.0001,0.0001,0.008,0.0318,0.007,0.0088
möglichkeit,69,0.0045,0.0001,0.016,0.0001,0.0001,0.015,0.0001
selbstständig,68,0.0,0.0159,0.0002,0.0001,0.0243,0.0001,0.0051
partner,66,0.004,0.011,0.0177,0.0001,0.0001,0.0001,0.0001
leistung,66,0.0,0.027,0.0001,0.0041,0.0001,0.0001,0.0001
angebot,64,0.0,0.0001,0.0036,0.0311,0.0198,0.0001,0.0001
nutzen,63,0.0,0.0139,0.0001,0.0059,0.0001,0.003,0.0105
sowohl,61,0.0,0.0094,0.0151,0.0001,0.0142,0.0001,0.0001
digital,61,0.0,0.003,0.0001,0.0001,0.0001,0.0052,0.02
entwickeln,60,0.0104,0.0089,0.0001,0.0001,0.0001,0.0001,0.0053
außerschulisch,59,0.0,0.0001,0.0337,0.0001,0.0036,0.0001,0.0001
ziel,59,0.0065,0.0001,0.0189,0.0034,0.0001,0.0012,0.0028
gesellschaftlich,59,0.0103,0.0052,0.0001,0.0001,0.0001,0.0056,0.0009
aufgabe,58,0.0,0.0017,0.0328,0.0001,0.0001,0.0001,0.0001
modell,58,0.0046,0.0134,0.0001,0.0001,0.0001,0.0104,0.0001
europäisch,57,0.0036,0.0001,0.0001,0.0001,0.0001,0.0208,0.0001
fähigkeit,56,0.0104,0.0001,0.0001,0.0148,0.0001,0.0001,0.0047
welt,55,0.0001,0.001,0.0001,0.0001,0.0045,0.0199,0.0001
arbeit,54,0.0041,0.0001,0.0001,0.0111,0.0238,0.0002,0.0001
sozialkompetenz,54,0.001,0.0074,0.0001,0.0001,0.0001,0.0001,0.0133
verschieden,52,0.0136,0.0014,0.0026,0.0001,0.0002,0.0001,0.0001
verantwortung,50,0.0111,0.0018,0.0001,0.0001,0.0001,0.0001,0.0034
rahmen,49,0.0,0.0001,0.0083,0.0329,0.0001,0.0001,0.0001
handeln,49,0.0021,0.0048,0.0089,0.0001,0.0001,0.0086,0.0025
vertiefung,48,0.0,0.0001,0.0142,0.0001,0.0207,0.0001,0.0001
ökonomisch,48,0.0163,0.0001,0.0001,0.0001,0.0002,0.0018,0.0097
interesse,48,0.0029,0.0013,0.0204,0.0001,0.0001,0.0022,0.0001
arbeitsform,46,0.0,0.0106,0.0001,0.0039,0.0001,0.0001,0.0076
aktiv,45,0.0054,0.0001,0.0001,0.0001,0.0175,0.0066,0.0001
information,45,0.0,0.0123,0.0001,0.0001,0.0001,0.0097,0.0002
lerngruppe,45,0.0,0.0001,0.0001,0.0197,0.0174,0.0001,0.0001
jahrgangsstufe,44,0.0118,0.0001,0.0001,0.0001,0.0001,0.0099,0.0001
global,43,0.0107,0.0001,0.0001,0.0074,0.0001,0.0001,0.0001
gruppe,42,0.0013,0.0177,0.0001,0.0001,0.0001,0.0001,0.0001
solidarität,40,0.0043,0.0001,0.0149,0.0001,0.0001,0.0001,0.0001
konfrontation,40,0.0111,0.0001,0.0012,0.0001,0.0002,0.0009,0.0001
deutschland,39,0.0017,0.0001,0.0001,0.0001,0.0002,0.0141,0.0001
fachübergreifend,38,0.0,0.0001,0.0001,0.014,0.0001,0.0001,0.0103
