topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,16,14,25,10,83,148
2,16,23,16,1,21,77
3,9,10,21,1,15,56
4,8,8,9,1,16,42
5,3,9,8,1,13,34
6,12,7,35,0,53,107
7,36,17,8,9,35,105
