topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,13,12,15,4,23,67
2,77,75,21,87,109,369
3,77,27,8,23,17,152
4,9,43,8,7,42,109
5,239,2,2,3,1,247
6,16,23,6,107,8,160
7,14,2,3,13,19,51
