term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
perspektivwechsel,129,0.0441,0.0267,0.0203,0.0326,0.0218,0.0286,0.0258,0.0012,0.0485,0.0349
kulturell,70,0.0141,0.0006,0.0005,0.0316,0.0043,0.051,0.0212,0.0204,0.0237,0.0017
politisch,56,0.0589,0.0194,0.0005,0.0002,0.0185,0.0352,0.0172,0.0005,0.0129,0.0017
perspektivenwechsel,50,0.0065,0.0253,0.0005,0.0002,0.0361,0.0006,0.0004,0.0343,0.0003,0.0017
lernen,49,0.0034,0.0005,0.0005,0.0144,0.0413,0.0005,0.0585,0.0003,0.0002,0.002
reflektieren,49,0.0331,0.0104,0.0005,0.0152,0.0045,0.0005,0.0004,0.0171,0.0004,0.0017
thema,49,0.0007,0.0005,0.0517,0.0159,0.0161,0.0005,0.0003,0.0147,0.0127,0.0018
unterschiedlich,41,0.0166,0.0084,0.027,0.0002,0.0357,0.0007,0.0306,0.0005,0.0014,0.0018
sozial,39,0.0119,0.0115,0.0005,0.0002,0.0003,0.0006,0.0003,0.0003,0.0682,0.0017
sinn,38,0.0388,0.0002,0.0005,0.0142,0.0003,0.0258,0.0004,0.0002,0.0012,0.0017
entwickeln,37,0.0078,0.0404,0.0078,0.0002,0.0127,0.0005,0.0004,0.0003,0.0003,0.0019
position,36,0.0153,0.0257,0.0005,0.0002,0.0264,0.0007,0.0003,0.0003,0.0002,0.0019
empathie,34,0.0001,0.0227,0.0005,0.0002,0.0142,0.0006,0.0003,0.0016,0.0301,0.0018
fähigkeit,33,0.0001,0.0126,0.0005,0.0002,0.049,0.0005,0.0003,0.019,0.0002,0.0018
unterricht,33,0.0001,0.0068,0.0005,0.0284,0.0003,0.0261,0.0212,0.0003,0.0002,0.0017
mensch,32,0.0239,0.0002,0.0005,0.0002,0.0003,0.0006,0.0212,0.0007,0.0064,0.0366
inhalt,31,0.0001,0.0002,0.0005,0.0002,0.0057,0.0005,0.0212,0.0477,0.0003,0.0017
lernende,30,0.0021,0.0244,0.0005,0.0002,0.0003,0.0006,0.0421,0.0002,0.0002,0.0017
setzen,29,0.0002,0.0002,0.0005,0.0002,0.0165,0.0005,0.0003,0.0441,0.0002,0.0018
historisch,28,0.0001,0.0006,0.0005,0.0002,0.0003,0.0005,0.0065,0.0379,0.0003,0.0017
entwicklung,27,0.0038,0.0039,0.0005,0.0002,0.0032,0.0257,0.0003,0.0015,0.03,0.0017
verschieden,27,0.0208,0.0065,0.0153,0.0002,0.0098,0.0005,0.0045,0.0003,0.0006,0.0017
handeln,26,0.0137,0.0122,0.0005,0.0002,0.0003,0.0005,0.0003,0.0003,0.0003,0.0689
umgang,26,0.0092,0.0002,0.0005,0.0167,0.0139,0.0005,0.0004,0.0003,0.0002,0.0019
wert,26,0.0033,0.0189,0.0005,0.0172,0.0003,0.0005,0.0003,0.0003,0.0002,0.0017
aufgabe,25,0.0001,0.0002,0.0266,0.0151,0.0003,0.0005,0.0044,0.0002,0.0162,0.0017
fremdsprache,25,0.0001,0.0002,0.0005,0.0002,0.0003,0.0005,0.0212,0.0337,0.0002,0.0017
perspektive,25,0.0082,0.0064,0.0211,0.0002,0.0003,0.0005,0.0003,0.0002,0.015,0.0017
