term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
natur,1266,0.0003,0.0,0.0288,0.0,0.0059
leben,1009,0.0234,0.0004,0.005,0.0046,0.0052
entwicklung,938,0.0,0.018,0.0086,0.0062,0.0049
beschreiben,808,0.0,0.0,0.0231,0.0019,0.0
bedeutung,700,0.0052,0.0073,0.0097,0.0014,0.0019
handeln,699,0.0017,0.0013,0.0027,0.0007,0.015
frage,656,0.0091,0.0,0.0,0.0014,0.0114
welt,608,0.0104,0.0037,0.0019,0.0022,0.0043
verantwortung,603,0.0,0.0012,0.0079,0.0,0.0082
tier,591,0.0029,0.0001,0.0141,0.0,0.0
gesellschaft,588,0.003,0.0,0.0,0.012,0.0083
verschieden,586,0.0061,0.0,0.0092,0.0,0.0034
unterschiedlich,519,0.0019,0.0,0.0047,0.0093,0.0038
kompetenz,516,0.0044,0.0029,0.0062,0.0013,0.003
sozial,513,0.0008,0.0,0.0036,0.0098,0.0051
umwelt,483,0.0,0.0015,0.0114,0.0,0.0018
evolution,468,0.0,0.023,0.0,0.0,0.0
freiheit,463,0.0,0.0,0.0012,0.0,0.0116
historisch,459,0.0051,0.0,0.0,0.0,0.0104
erläutern,453,0.0,0.006,0.0078,0.0027,0.0
menschlich,449,0.0051,0.0015,0.0036,0.0009,0.0044
ethik,443,0.001,0.0004,0.0031,0.0,0.0077
umgang,436,0.0,0.0,0.012,0.0,0.0
gesellschaftlich,433,0.0003,0.0009,0.0017,0.0092,0.005
technik,431,0.0004,0.0,0.0078,0.0,0.0035
politisch,426,0.0,0.0,0.0,0.0194,0.0017
geschichte,421,0.0126,0.0,0.0,0.0,0.0039
erklären,419,0.0013,0.0,0.011,0.0016,0.0
inhalt,397,0.0038,0.0082,0.0,0.0024,0.0029
kulturell,389,0.0005,0.005,0.0003,0.0083,0.0028
entwickeln,377,0.0007,0.0,0.0058,0.0,0.005
grundlage,375,0.0031,0.0031,0.0021,0.0,0.0052
kultur,374,0.0054,0.0,0.0003,0.0069,0.0025
beispiel,353,0.0034,0.002,0.0063,0.0007,0.0
ethisch,346,0.0,0.0017,0.0023,0.0,0.0062
bezug,337,0.0008,0.0017,0.0019,0.0017,0.0054
ökosystem,330,0.0,0.0015,0.0093,0.0,0.0
wesen,328,0.0031,0.0,0.0,0.0,0.0069
fach,322,0.0013,0.0014,0.0,0.0007,0.0079
lernen,322,0.0064,0.0,0.0021,0.0002,0.003
thema,317,0.0065,0.0,0.0009,0.0004,0.0036
perspektive,312,0.0006,0.0,0.0011,0.0024,0.0062
grundlegend,310,0.0009,0.0058,0.0015,0.0016,0.0025
auswirkung,298,0.0,0.0,0.0043,0.0076,0.0
wissen,286,0.0077,0.0003,0.0017,0.0,0.0012
veränderung,279,0.0038,0.0059,0.0023,0.0,0.0
denken,277,0.0059,0.0,0.0,0.0002,0.0038
fähigkeit,273,0.0,0.0,0.0031,0.0,0.005
nachhaltig,273,0.0,0.0,0.0072,0.0015,0.0
funktion,266,0.0011,0.0055,0.0039,0.0,0.0
zusammenleben,265,0.0018,0.0,0.0008,0.0059,0.0022
kommunikation,252,0.0002,0.0059,0.0025,0.0021,0.0
lernende,250,0.0003,0.0021,0.0001,0.006,0.0025
philosophisch,246,0.0013,0.0,0.0,0.0,0.0057
system,246,0.0,0.0079,0.001,0.0012,0.001
lernbereich,244,0.0,0.0114,0.0,0.0,0.0
lebewesen,234,0.0,0.0114,0.0,0.0,0.0
revolution,234,0.0,0.0,0.0,0.0115,0.0
bildung,231,0.0,0.0003,0.0017,0.0003,0.005
nutzen,223,0.0,0.0,0.0066,0.0,0.0
medium,223,0.0,0.0,0.0063,0.0,0.0
auseinandersetzung,213,0.0004,0.0,0.0,0.0,0.006
wirtschaftlich,212,0.0,0.0,0.0,0.011,0.0
modern,211,0.0007,0.0058,0.0009,0.0015,0.0005
organismus,208,0.0,0.007,0.0021,0.0,0.0
gegenwart,202,0.0055,0.0,0.0,0.0,0.0023
arbeit,198,0.006,0.0,0.0009,0.0013,0.0
basiskonzept,192,0.0,0.0093,0.0,0.0004,0.0
einfluss,189,0.0,0.0,0.0057,0.0,0.0
vergangenheit,180,0.008,0.0,0.0,0.0,0.0
entstehung,167,0.0018,0.0063,0.0,0.0,0.0
sprache,164,0.0051,0.0012,0.0002,0.0004,0.0
interesse,158,0.0007,0.0,0.0003,0.0062,0.0005
wirtschaft,152,0.0,0.0,0.0005,0.0069,0.0
themenbereich,148,0.0058,0.0003,0.0,0.0,0.0
verfahren,145,0.0002,0.0062,0.0,0.0009,0.0
darstellung,145,0.0052,0.0009,0.0002,0.0,0.0
demokratie,136,0.0,0.0,0.0,0.0054,0.0011
erde,136,0.0062,0.0,0.0001,0.0,0.0
fortpflanzung,129,0.0,0.0061,0.0002,0.0,0.0
bürgerrecht,128,0.0,0.0,0.0,0.0063,0.0
zelle,127,0.0,0.0064,0.0,0.0,0.0
politik,122,0.0009,0.0,0.0,0.0054,0.0001
deutschland,112,0.0,0.0,0.0,0.0057,0.0
stammbaum,111,0.0,0.0056,0.0,0.0,0.0
europa,107,0.0,0.0,0.0,0.0056,0.0
