rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,wert,517,358.8889211448282,0.022472199432540606
2,ethik,445,324.61936828165227,0.020326376084333915
3,norm,414,293.34708684450567,0.01836822997348615
4,moralisch,435,283.1013052111505,0.01772667980394468
5,mensch,789,206.27779086650264,0.012916296329429758
6,leben,546,159.57090262660782,0.0099916964168659
7,ethisch,588,159.11879158482972,0.009963387018336456
8,kommunikation,153,148.9797616909881,0.009328521218912814
9,natur,262,147.36771731395058,0.009227581399931125
10,welt,466,136.0979128862562,0.008521910988437213
11,pflicht,135,123.45252149125196,0.007730106782209312
12,aufgabe,187,115.46281984326777,0.007229823384585165
13,bne,177,109.301287761966,0.0068440127072889045
14,gerechtigkeit,226,98.44640085688914,0.006164322783815
15,glück,111,97.69090202921022,0.0061170164465993125
16,jugendliche,139,97.34935929968277,0.00609563039682048
17,gesellschaft,447,95.38645752769986,0.00597272128069124
18,menschenrecht,127,93.8548263762345,0.005876816618649773
19,menschlich,414,89.288534802663,0.005590893568751504
20,staat,159,85.54925260108928,0.005356754562453218
