topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.3072,401,58.7756
2,6,0.2065,241,72.6903
3,7,0.1407,149,52.0733
4,2,0.1105,120,40.242
5,3,0.0946,91,48.358
6,4,0.0715,64,76.3244
7,5,0.069,68,40.7112
