rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,geschichte,30,28.3126041012922,0.05217909236402691
2,fall,12,15.13725326780347,0.02789740334631869
3,religionsunterricht,14,14.161366210375606,0.02609887924291194
4,verfahren,150,13.42579202366396,0.024743242958389835
5,anregung,47,13.2632692149734,0.024443719374632356
6,interpretieren,14,12.471239629191958,0.022984037857394397
7,kompetenzschwerpunkt,13,11.838093272872777,0.02181717231270161
8,form,41,10.99046158056256,0.020255018149647683
9,evolutionär,15,10.914354513125323,0.020114755611904588
10,deutsch,10,9.633279962111224,0.017753782135801126
11,erde,11,9.584970672480193,0.017664749884416554
12,verschieden,100,9.573024740798216,0.01764273396986563
13,verknüpfung,17,9.500631243839253,0.017509315406498503
14,geographie,9,8.994723839762987,0.016576946590458167
15,wert,37,8.824851953087057,0.01626387892514545
16,chemie,10,8.760312190882926,0.01614493450727581
17,gesundheit,15,8.254354783534032,0.01521247353703547
18,modifikatorisch,8,7.986616388934193,0.01471904148213722
19,informatik,7,7.114093222934188,0.013111013244763268
20,evangelischer,7,7.114005279730313,0.013110851168659588
