topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.1479,577,51.2653
2,7,0.1469,624,75.9069
3,6,0.1442,759,173.4018
4,9,0.1119,395,97.7529
5,2,0.1099,410,88.962
6,1,0.0974,385,64.6429
7,3,0.074,241,58.8506
8,8,0.0591,165,78.7013
9,5,0.058,132,59.969
10,10,0.0507,161,65.3505
