rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,sozialisation,8,41.28306159061019,0.06265137533723393
2,diversität,7,31.23608705305192,0.04740403784569079
3,kulturell,9,31.04277352021356,0.04711066428673029
4,gesellschaftlich,33,28.22732918172317,0.04283793224614026
5,umgang,16,24.99889922168852,0.03793845121486648
6,diskriminierung,16,24.848332276109012,0.03770995008492537
7,antisemitismus,45,23.67536065645433,0.03592984264203108
8,migration,10,23.57748583656998,0.03578130733867961
9,ursache,21,21.859036298252423,0.033173379949696484
10,fachbegriff,5,21.220735057161292,0.03220469087739865
11,gerechtigkeit,6,20.11356743298163,0.03052444789853269
12,analyse,7,19.71927510355175,0.029926067939006575
13,demokratisch,18,17.373191510376547,0.0263656400515076
14,demokratie,35,15.698595293125427,0.02382426467616056
15,politisch,39,14.14280345948275,0.02146318741200918
16,wert,12,13.51269784806324,0.020506936067217447
17,inhalt,18,13.414171121383433,0.02035741142693811
18,partizipation,7,12.900462782166171,0.019577805149348267
19,extremismus,12,12.634184075506406,0.019173699287222755
20,emanzipation,6,12.397071243406849,0.018813855698380916
