topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,29,2,0,2,33
2,0,25,1,0,2,28
3,8,1,0,0,0,9
4,0,102,0,0,1,103
5,4,62,2,0,2,70
6,1,24,0,1,0,26
7,0,39,0,0,4,43
