term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
norm,1229,0.0319,0.0058,0.0549,0.0037,0.014
handeln,413,0.0035,0.0002,0.0206,0.0021,0.0085
gesellschaftlich,405,0.0104,0.0148,0.0032,0.0,0.0102
mensch,374,0.0025,0.0024,0.01,0.0142,0.0033
ethisch,366,0.003,0.0034,0.0077,0.0,0.0136
leben,336,0.0028,0.0018,0.017,0.0032,0.005
moralisch,331,0.0006,0.0,0.0282,0.0006,0.0005
verschieden,305,0.0021,0.0069,0.0078,0.0102,0.0016
ethik,295,0.0022,0.0001,0.0206,0.0027,0.0006
unterschiedlich,281,0.0032,0.0012,0.0044,0.0084,0.0067
bedeutung,272,0.0072,0.0039,0.0077,0.0073,0.0004
gesellschaft,272,0.0059,0.0081,0.0038,0.0011,0.0062
politisch,256,0.0095,0.0014,0.0,0.0009,0.0123
entscheidung,254,0.0,0.0085,0.0,0.0,0.0122
sozial,249,0.0163,0.0,0.0024,0.0038,0.0024
beitrag,238,0.0105,0.0017,0.0,0.01,0.0
gerechtigkeit,230,0.0017,0.0,0.0133,0.0063,0.0
welt,229,0.0001,0.0,0.0113,0.0082,0.0005
entwicklung,218,0.0064,0.0024,0.0003,0.0082,0.003
frage,202,0.0032,0.0,0.0053,0.0011,0.0064
regel,190,0.0,0.0,0.0178,0.0,0.0001
perspektive,185,0.0,0.0,0.0015,0.0002,0.0109
demokratisch,183,0.0093,0.003,0.0006,0.0001,0.0052
freiheit,181,0.008,0.0,0.005,0.0024,0.0013
umgang,177,0.0006,0.0001,0.003,0.0081,0.0031
religion,173,0.0084,0.0,0.0081,0.0,0.0001
zusammenhang,170,0.0,0.0002,0.0,0.0061,0.0066
relevant,167,0.0,0.0031,0.0006,0.0026,0.0068
leitperspektive,167,0.0024,0.0015,0.0,0.0108,0.0001
aussage,164,0.0,0.0,0.0,0.0012,0.01
wertvorstellung,163,0.004,0.0,0.0083,0.0,0.0022
experiment,159,0.0,0.016,0.0,0.0018,0.0
argument,159,0.0,0.0,0.0,0.0,0.0104
information,158,0.0,0.0,0.0,0.0142,0.0
religiös,154,0.0075,0.0,0.0062,0.0,0.0007
bne,152,0.0003,0.0,0.0004,0.0128,0.0
auseinandersetzung,149,0.0017,0.0009,0.0004,0.0,0.0077
urteil,146,0.0,0.0002,0.0002,0.0,0.0095
möglichkeit,145,0.0,0.0001,0.0011,0.0025,0.0068
persönlich,145,0.0018,0.0023,0.0005,0.0003,0.0064
folge,144,0.0,0.0066,0.0012,0.0,0.0051
geschichte,142,0.0016,0.0074,0.0,0.0,0.0041
datum,140,0.0,0.0,0.0,0.0126,0.0
toleranz,138,0.0014,0.0,0.0077,0.0008,0.0021
nachhaltig,135,0.0014,0.0006,0.0012,0.0091,0.0
sachverhalt,131,0.0007,0.0016,0.0,0.0012,0.0065
lernen,131,0.006,0.0009,0.0018,0.0014,0.0019
medium,123,0.0011,0.0,0.0008,0.0083,0.0007
konflikt,120,0.0078,0.0,0.0051,0.0,0.0
normativ,119,0.0,0.0,0.0,0.0,0.0078
quelle,118,0.0,0.0001,0.0,0.008,0.0018
menschenrecht,116,0.0087,0.0,0.0033,0.0001,0.0
zusammenleben,115,0.0027,0.0006,0.0078,0.0,0.0002
ziel,112,0.0064,0.0004,0.0,0.0007,0.0025
position,112,0.0011,0.0,0.0,0.0005,0.0065
führen,109,0.0,0.0093,0.0,0.0017,0.0008
moral,106,0.0,0.0,0.0069,0.0024,0.0
demokratie,105,0.0067,0.0,0.0,0.0,0.0036
begriff,103,0.0007,0.0,0.0065,0.0,0.0017
aufgabe,100,0.0087,0.0,0.0,0.0,0.0012
ergebnis,95,0.0012,0.007,0.0,0.0023,0.0
kenntnis,89,0.0013,0.0062,0.0018,0.0,0.0
darstellung,89,0.0,0.0,0.0006,0.0063,0.0008
text,85,0.0,0.0,0.0,0.0063,0.0009
deutsch,84,0.0,0.0097,0.0,0.0,0.0
religionsunterricht,83,0.0,0.0096,0.0,0.0,0.0
verhalten,83,0.0014,0.0065,0.0013,0.0,0.0
miteinander,80,0.0,0.0,0.0066,0.0008,0.0
interpretieren,77,0.0,0.0,0.0,0.0064,0.0002
umwelt,76,0.0,0.0,0.0,0.0065,0.0
grundgesetz,76,0.007,0.0,0.001,0.0,0.0
fachlich,72,0.0,0.0072,0.0,0.0003,0.0005
wandel,70,0.0017,0.0067,0.0,0.0,0.0
verwendung,69,0.0,0.0078,0.0,0.0,0.0
thema,67,0.0,0.0,0.0068,0.0,0.0
modell,63,0.0,0.0065,0.0,0.0,0.0004
frieden,60,0.0062,0.0,0.0,0.0002,0.0
planen,60,0.0,0.0069,0.0,0.0001,0.0
europäisch,59,0.0075,0.0,0.0,0.0,0.0
abhängigkeit,53,0.0,0.006,0.0,0.0,0.0
