,text_excerpt,search_term,match_term,state,school type,grade,year,subject,doc_id,bertopic_topic
30688,"von Eigen- und Gesellschaftsinteresse kritisch hinterfragt werden. Lernangebote sind in diesem Kurshalbjahr dem Anspruch verpflichtet, Lernende dazu zu befähigen, gegenwärtige umweltpolitische Problemlagen differenziert beschreiben, systematisch erfassen und bezüglich ihrer unterschiedlichen Ursachen analysieren zu können. Die Urteilskompetenz wird durch die differenzierte Beurteilung der konkreten Umweltpolitik sowie durch die Auseinandersetzung mit regulativ-normativen Vorstellungen von Nachhaltigkeit und mit entsprechenden Wirtschaftsstrategien gefördert Bezug zu den",Ursache,Ursachen,Hessen,Gym,Sek2,2024,Sozialkunde,30688,0
30689,"und gesellschaftlich-politische Positionen E. Ökologische Herausforderungen der Gegenwart - ausgewählte Umweltprobleme insbesondere negative externe Effekte und deren Kategorisierung und Systematisierung Input / Output - personal, lokal, regional, global - sozioökonomische Ursachen der ausgewählten Umweltprobleme - theoretische Grundlagen der Umweltökonomie - Unterscheidung und Bedeutung unterschiedlicher Güterarten private Güter, Allmende, Kollektivgüter, öffentliche Güter, Übernutzung von Allmendegütern E. Möglichkeiten und Schwierigkeiten von Umweltpolitik im",Ursache,Ursachen,Hessen,Gym,Sek2,2024,Sozialkunde,30689,0
30690,"Beispiel Lohnstückkosten, Infrastruktur, politische und soziale Rahmenbedingungen Q. Sicherung der Preisniveaustabilität in der Europäischen Währungsunion grundlegendes Niveau Grundkurs und Leistungskurs - Funktion und Bedeutung der europäischen Gemeinschaftswährung - Folgen und Ursachen von Inflation und Deflation - geldpolitische Ziele und Strategien der Europäischen Zentralbank - Kontroversen um Mandat und Autonomie von Zentralbanken erhöhtes Niveau Leistungskurs - Inflationstheorien Angebots- / Nachfrageinflation, Quantitätstheorie -",Ursache,Ursachen,Hessen,Gym,Sek2,2024,Sozialkunde,30690,9
30691,"sowie eines rasanten Preisanstiegs durch die Deckung des wachsenden Energiebedarfs der Industrienationen durch Agrartreibstoffe auf die Länder des Südens, insbesondere in Afrika und Südamerika. Mit dieser Auswahl werden nicht alle Ursachen von Hunger und Unterernährung zum Unterrichtsgegenstand gemacht. Einen guten Überblick über alle relevanten Ursachen von Hunger und Unterernährung vermittelt das herausgegebene Handbuch Welternährung. Endogene Faktoren von Armut und Unterentwicklung etwa",Ursache,Ursachen,Hessen,,Sek1,,Sozialkunde,30691,3
30692,"-Außenkontakte Miteinander in der Familie -Vielfalt des Zusammenlebens -Tätigkeiten in der Familie, u. a. Rechte/Pflichten, Normen, Aufgaben -Lebensgewohnheiten und Lebenshaltungen -Miteinander im Heimatort -Vielfalt des Zusammenlebens Miteinander in der Familie -Ursachen von Meinungsverschiedenheiten und gewaltfreie Konfliktlösungen Miteinander in der Familie -Vorfreude auf ein Kind bzw. Geschwisterkind, besondere Fürsorge für Schwangere, Geburt, Entwicklung neue menschlicher Beziehungen Miteinander in der Schule -Bedeutung des",Ursache,Ursachen,MeckPomm,,1-13,2004,"Psychologie, Gesundheit",30692,1
30693,"als Kernelement der Spaltung Europas in Blöcke - Systemkonfrontationen: erste und zweite Berlin-Krise, Kuba-Krise, die Gefahr des Abgleitens in einen heißen Krieg - aktuelle Erklärungen in Wissenschaft oder Publizistik zu Ursachen und Folgen systembedingter Konfrontationen im Kalten Krieg Bezüge zu den fächerübergreifenden Themen gemäß Grundsatzband Kap. Globale Partnerschaften und Europa Englisch, Französisch, Spanisch, Russisch, Latein, Physik, Sozialkunde, Evangelischer Religionsunterricht, Geographie, Informatik",Ursache,Ursachen,Sachsen-Anhalt,Gym,,2022,Geschichte,30693,-1
30694,"Anfang der er Jahre geschichtskulturelle Kompetenz - Formen der Geschichtskultur zu Wegen bei der Überwindung des Kalten Krieges und zur internationalen Kooperation sprachlich differenziert erörtern Grundlegende Wissensbestände - Neue Ostpolitik: Ursachen, Folgen und Bedeutung der friedlichen Annäherung zwischen der Bundesrepublik Deutschland und osteuropäischen Ländern sowie der DDR Moskauer Vertrag, Viermächteabkommen über Berlin und Grundlagenvertrag - KSZE-Schlussakte von Helsinki: Bestimmungen und Folgen",Ursache,Ursachen,Sachsen-Anhalt,Gym,,2022,Geschichte,30694,-1
30695,"gesellschaftspolitischen Problem stellen, die eigenen Deutungsmuster zu politischen, sozialen ... Aspekten und Wertefragen wahrnehmen und darstellen, Lebensverhältnisse von Menschen in Abhängigkeit von den ... soziokulturellen Bedingungen beschreiben, unterscheiden und einordnen, Ursachen und Gründe für gesellschaftspolitische Konflikte herausarbeiten und unterscheiden. Urteilskompetenz zu einem aktuellen gesellschaftlichen ... Konflikt aus verschiedenen Blickwinkeln Zusammenhänge, Argumente und Lösungsmöglichkeiten beurteilen und sich für eine Lösungsperspektive begründet entscheiden,",Ursache,Ursachen,Hessen,,Sek1,,Sozialkunde,30695,0
30696,"und Umwelt gesundheitliche Beeinträchtigung durch Lärm, Stress, Schadstoffe -Atmung, Blut Luftschadstoffe und Atemwegserkrankungen, Blutkreislauf, Zusammensetzung des Blutes -Bakterien als Produzenten von Medikamenten -Chancen und Risiken der Gentechnik -Grundlagen der Vererbung Ursachen für Variabilität -genetisch bedingte Krankheiten Beispiele, Vorbeugung, Therapie -Gentechnik - Möglichkeiten und Gefahren -Stammbaumanalyse genetische Beratung -erblich bedingte Stoffwechselerkrankungen und Chancen der Behandlung -Erbkrankheiten, ihre persönlichen und sozialen Auswirkungen -Wild-",Ursache,Ursachen,MeckPomm,,1-13,2004,"Psychologie, Gesundheit",30696,2
30697,"nhaltsbezogene Kompetenzen: Unsere Lernenden können ... die Grundlagen des bundesdeutschen Sozialstaates Sozialstaatsgebot des Grundgesetzes, Säulen der Sozialversicherung etc. mit eigenen Worten beschreiben, gesellschaftliche und soziale Entwicklungen beschreiben sowie Gründe und Ursachen hierfür eigenständig erarbeiten, gesellschaftliche und soziale Probleme und Konflikte unter Berücksichtigung verschiedener Zusammenhänge eigenständig analysieren, beschreiben und beurteilen, unter Berücksichtigung unterschiedlicher Perspektiven und Interessen Lösungs ansätze für gesellschaftliche und soziale",Ursache,Ursachen,Hessen,,Sek1,,Sozialkunde,30697,0
