,text_excerpt,search_term,match_term,state,school type,grade,year,subject,doc_id
787,"PÄDAGOGISCHES LANDESINSTITUT BIOLOGISCHE ANTHROPOLOGIE Handreichung zur Umsetzung des Lehrplans Biologie - Themenfeld IMPRESSUM Herausgeber: Pädagogisches Landesinstitut Rheinland-Pfalz Standort Bad Kreuznach Röntgenstraße Bad Kreuznach plpl.rlp.de Redaktion: Dr. Stefanie Böhm, Pädagogisches Landesinstitut Rheinland-Pfalz Skriptbearbeitung: Ute Nagelschmitt,",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,787
788,"zu werden Hat allein der Mensch Selbstbewusstsein Die Fragen eignen sich zum Schreiben eines Essays. Der Mensch als Natur-, Vernunft-, Geist- und Kulturwesen Beschäftigung mit Thesen der Philosophischen Anthropologie Reflexionsbereiche: Anthropologie, Ethik exemplarische Lektüre: Max Scheler Helmut Plessner Arnold Gehlen Das Eigene und das Fremde Auseinandersetzung mit Konzepten zu Identität und Alterität und deren ethischen Implikationen Reflexionsbereiche: Anthropologie, Ethik, Geschichte und",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",788
789,"ein, erläutern eine die Willensfreiheit verneinende und eine sie bejahende Auffassung des Menschen im Kontext von Entscheidungssituationen. URTEILSKOMPETENZ Die Schülerinnen und Schüler bewerten kriteriengeleitet und argumentierend die Tragfähigkeit der behandelten anthropologischen Positionen zur Orientierung in grundlegenden Fragen des Daseins, erörtern unter Bezugnahme auf die behandelte kulturanthropologische Position argumentativ abwägend die Frage nach dem Menschen als Natur- oder Kulturwesen, erörtern unter Bezugnahme",Anthropologie,anthropologischen,NRW,Gym,Sek2,2014,"Ethik, Philo",789
790,"Perspektive Gesellschaftliche Perspektive persönliche und gesellschaftlich vermittelte Ideen, Erwartungen, Hoffnungen für die eigene Lebensgestaltung unterschiedliche ethisch-philosophische Konzepte von Sinngebung Gründe für die Entwicklung von Abhängigkeiten Optionen und Ziele der Freizeitgestaltung gesellschaftliche/anthropologische Funktionen von Freizeit und Freizeitgestaltung Unterhaltungsindustrie, Freizeittrends, Events, Wellness, Tourismus sowie deren soziale Folgen ethisch-philosophische und anderweitige Konzepte von Glück Welche Pläne für mein Leben habe ich Was erhoffe ich",Anthropologie,anthropologische,Rheinland-Pfalz,,Sek1,2021,"Ethik, Philo",790
791,"Wirtschaftsethik ethischer Reflexionsbereich Probleme der philosophischen Ästhetik : Theorien ästhetischer Phänomene, z. B. des Schönen, Theorien ästhetischen Urteilens, Theorien der Kunst, Theorien der sinnlichen Wahrnehmung und Erkenntnis, Probleme ästhetischer Theorien anthropologischer und erkenntnistheoretischer Reflexionsbereich Probleme der Wissenschaftstheorie: Fortschritt, Struktur wissenschaftlicher Begründungen und Begriffe erkenntnistheoretischer Reflexionsbereich Konzepte und Positionen der Existenzphilosophie: Bestimmungen und Probleme des menschlichen Daseins bzw. der menschlichen Existenz wie",Anthropologie,anthropologischer,Schleswig-Holstein,,,2016,"Ethik, Philo",791
792,"es, die Lebenswelt unter Einbezug von Fachwissen differenzierter zu betrachten und somit zur Bildung mündiger Bürgerinnen und Bürger und aufgeklärter Verbraucherinnen und Verbraucher beizutragen. Möglichkeiten für Kontexte im Themenfeld Biologische Anthropologie sind vielfältig. Geeignete Themen werden innerhalb der Themenfeld-Doppelseite als Mindmap dargestellt. Die Mindmap regt zur Ideenfindung an und kann ergänzt werden. Lebensweltliche Bezüge können in einer Reihenplanung als Kontext, z.",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,792
793,"Projekte werden kennengelernt und beurteilt. Themenfeld-Titel Erschließung des Themenfeldes durch Kontextorientierung Intention Kompetenzen Differenzierungsmöglichkeit Beitrag zur Entwicklung der Basiskonzepte Fachbegriffe Bezüge Diese Aspekte lassen sich durch nachfolgende Abbildung verdeutlichen: Biologische Anthropologie Abb. : Intention des Themenfeldes Fachinhalte Der Mensch besitzt alle Merkmale eines Säugetiers. Die Gene, die der Mensch mit anderen Menschen und anderen Arten teilt, lassen auf den Grad der",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,793
794,"den ersten Abschnitt der Themenfeld-Doppelseite, gibt Aufschluss über die Bildungsabsicht und berücksichtigt pädagogische, didaktische und methodische Aspekte. Die Intention ist ein verbindlicher Teil des Themenfeldes. Konkret werden im Themenfeld Biologische Anthropologie Kenntnisse zur Menschheitsgeschichte, zu menschlichen Verhaltensweisen und zu Zukunftsszenarien im Anthropozän vermittelt. Die Kenntnis über das Wesen des Menschen und seiner Einbindung in das ökologischen Gesamtsystem der Lebewesen ermöglicht es,",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,794
795,"und seine Grenzen Evolution der Sprachen Wiege der Menschheit Ernährungsstile ... Tier-Mensch-Übergangsfeld: vergleichende Primatenforschung Sexualverhalten, Aggressionsverhalten, Territorialverhalten: Kulturelle Regeln für biologische Bedürfnisse Meilensteine der Menschwerdung: Werkzeuggebrauch, Feuer und Ackerbau Biologische Anthropologie Geschichte und Kultur Tägliches Leben und Gesundheit Technologie und Industrie Umwelt und Verantwortung Erschließung des Themenfeldes durch Kontextorientierung: Differenzierungsmöglichkeiten: Durch an die Lerngruppe angepasste Schwerpunktauswahl werden Vorwissen und Interessen in",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,795
796,Koffers experimentell erfahrbar gemacht. Das Kofferset kann fachübergreifend in den naturwissenschaftlichen und gesellschaftswissenschaftlichen Fächer eingesetzt werden. Weitere Informationen zum Klimakoffer sind zu finden unter: https://s.rlp.de/Klimabildung-RLP Die Themenfeld-Doppelseite TF : Biologische Anthropologie Wie viel tierisches Erbe steckt im Menschen und was grenzt den Menschen vom Tier ab Wie kam es zur Menschwerdung und wie wird der Mensch sich entwickeln In diesem Themenfeld,Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,796
797,"Kompetenzen, Basiskonzepte und Kontexte bilden auch die Stützpfeiler des Biologieunterrichts und erfordern eine darauf aufbauende unterrichtliche Umsetzung. In dieser Handreichung geht es um die Ausgestaltung des Unterrichts zum Themenfeld Biologische Anthropologie. Dazu wird zunächst die Themenfeld-Doppelseite vorgestellt. Die Leitfragen lauten: Was ist die Intention des Themenfeldes TF Welche Stellung hat das Themenfeld im Gesamtlehrplan Wie kann das Themenfeld entsprechend der Lehrplananforderungen",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,797
798,"Verbindliche Inhalte Hinweise und Anregungen Mythos und Glaube und Sinnsuche im menschlichen Leben begriffliche Arbeit: Differenzierung von Mythos Glaube Aberglaube Spiritualität und Religion Reflexionsbereiche: Ethik, Sprachphilosophie, Metaphysik, Geschichte und Gesellschaft, Anthropologie, Lebenskunst Auseinandersetzung mit den Begriffen und Phänomenen zwischen Mythos und Religion Verortung von Mythos und Religion im Alltag des Menschen durch Lebensweltbezug - zum Beispiel Besuch von religiösen Veranstaltungen oder",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",798
799,: Evolution des Menschen: Woher kommen wir Kontext : Mensch und Verantwortung: Wohin gehen wir Das Anthropozän Methodenkoffer Design Thinking im Projekt Mystery Literaturverzeichnis Autorinnen und Autoren THEMENFELD : BIOLOGISCHE ANTHROPOLOGIE Vorüberlegungen Der Lehrplan im Fach Biologie für die Klassen bis bzw. der weiterführenden Schulen des Landes Rheinland-Pfalz schließt konzeptionell an den Lehrplan des Faches Naturwissenschaften in der Orientierungsstufe an. Die,Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,799
800,"ISSN - Soweit nicht anders gekennzeichnet, ist die Weiternutzung als OER ausdrücklich erlaubt: Dieses Werk und dessen Inhalte sind - sofern nicht anders angegeben - lizenziert unter CC BY Biologische Anthropologie von Pädagogisches Landesinstitut, Lizenz: CC BY Der Lizenzvertrag ist hier abrufbar: https://creativecommons.org/licenses/by/./deed.de In den PL-Informationen werden Ergebnisse veröffentlicht, die von Lehrerinnen und Lehrern aller Schularten unter Einbeziehung weiterer Expertinnen und",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,800
801,"Bhutan Erarbeitung einer These zur Bedeutung des Glücks für das persönliche Leben zusätzlich für den Leistungskurs Philosophie des Glücks kritische Auseinandersetzung mit weiteren Glücksauffassungen Reflexionsbereiche: Sprachphilosophie, Metaphysik, Geschichte und Gesellschaft, Anthropologie, Lebenskunst Marc Aurel Immanuel Kant Herbert Marcuse Arthur Schopenhauer Friedrich Nietzsche José Ortega y Gasset Überlegungen zu einer praktischen Anleitung zum Un-Glücklichsein Paul Watzlawik Perspektiven auf die Theorie des Altruismus",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",801
802,"Unterrichtsstunden Verbindliche Inhalte Hinweise und Anregungen Utopie, Dystopie, Anti-Utopie grundlegende Begriffsklärungen: Utopie, Dystopie, Anti-Utopie einführende Auseinandersetzung mit Utopia von Thomas Morus in Auszügen Reflexionsbereiche: Sprachphilosophie, Metaphysik, Ethik, Geschichte und Gesellschaft, Anthropologie, Lebenskunst Begründung eines Genres: Geschichte des Genres Einordnung Gleichzeitigkeiten technische, gesellschaftliche, künstlerische Utopien Ironie Differenzierung von literarischer und philosophischer Utopie/Dystopie Utopien als Gedankenexperimente Reflexionsbereiche: Anthropologie, Ethik, Geschichte und Gesellschaft, Metaphysik,",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",802
803,"Metaphysik, Ethik, Geschichte und Gesellschaft, Anthropologie, Lebenskunst Begründung eines Genres: Geschichte des Genres Einordnung Gleichzeitigkeiten technische, gesellschaftliche, künstlerische Utopien Ironie Differenzierung von literarischer und philosophischer Utopie/Dystopie Utopien als Gedankenexperimente Reflexionsbereiche: Anthropologie, Ethik, Geschichte und Gesellschaft, Metaphysik, Lebenskunst, Sprachphilosophie Auseinandersetzung mit unterschiedlichen utopischen Texten, z. B. Platon Johann Valentin Andreae Tommaso Campanella Bernard Mandeville Ernest Callenbach Francis Bacon George Orwell Aldous Huxley",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",803
804,"Aldous Huxley Edward Bellamy gnes Heller Christine de Pizan utopischen Filmen, z. B. Avatar Tribute von Panem , die überleben wollen Sinn von Utopie kritische Auseinandersetzung mit utopischen Konzepten Reflexionsbereiche: Anthropologie, Ethik, Geschichte und Gesellschaft, Metaphysik, Lebenskunst, Sprachphilosophie Beschäftigung mit der Verwirklichung - gelebte Utopien: Hippie-Bewegung, Hutterer Amische Kommunismus Religionen BTV Erarbeitung eigener utopischer Perspektiven zusätzlich für den Leistungskurs Utopie und",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",804
805,"Sprachphilosophie Beschäftigung mit der Verwirklichung - gelebte Utopien: Hippie-Bewegung, Hutterer Amische Kommunismus Religionen BTV Erarbeitung eigener utopischer Perspektiven zusätzlich für den Leistungskurs Utopie und Geschichte Lektüre: Ernst Bloch Auszüge Reflexionsbereiche: Anthropologie, Ethik, Geschichte und Gesellschaft, Metaphysik, Lebenskunst, Sprachphilosophie Auseinandersetzung mit der Utopie als Dynamik des Seins Utopie als Vor-Schein, als Noch-Nicht Religion und Mythos ca. / Unterrichtsstunden Verbindliche Inhalte Hinweise und",Anthropologie,Anthropologie,MeckPomm,Gym,Sek2,,"Ethik, Philo",805
806,"des Schulcampus unter: https://s.rlp.de/PL-Informationen Die vorliegende Veröffentlichung wird gegen eine Schutzgebühr von , Euro zzgl. Versandkosten abgegeben. Bestellungen richten Sie bitte an das Pädagogische Landesinstitut: bestellungpl.rlp.de INHALT Themenfeld : Biologische Anthropologie Vorüberlegungen Die Themenfeld-Doppelseite Von der Themenfeld-Doppelseite zur Unterrichtsplanung Exemplarische Reihenplanung Übersicht über die Themenbereiche und Kontexte Kompetenzorientierung Exemplarische Unterrichtsmaterialien Kontext : Typisch menschlich: Wer sind wir Kontext : Evolution des",Anthropologie,Anthropologie,Rheinland-Pfalz,,,2024,Bio,806
807,"einem Streitgespräch anwenden. Themenbereich Anthropologie: Die Schülerinnen und Schüler können unterschiedliche anthropologische Positionen erläutern; darlegen, dass die Frage nach dem Selbstverständnis des Menschen im Zentrum anthropologischer Reflexion steht; begründen, dass anthropologische Kernannahmen auf Postulaten basieren; die Begründung und die Konsequenzen eines auf empirisch-naturalistischer Grundlage konzipierten Menschenbildes entfalten; die Begründung und die Konsequenzen eines Menschenbildes, das den Selbstzweckcharakter der Person zur Grundlage",Anthropologie,anthropologische,Bremen,Gym,Sek2,2009,"Ethik, Philo",807
808,"zur Abstimmung in den Schuljahrgängen / - Sozialkunde: Rechtliche Grundlagen für das Handeln Jugendlicher beurteilen Bearbeitung mit Fallanalyse, Fallstudie oder Konfliktanalyse - Rechtsvorschriften für das Handeln Jugendlicher - Evangelischer Religionsunterricht: Anthropologie - Sich mit Partnerschaft in Vielfalt und Verantwortung auseinandersetzen Kriterien für einen verantwortungsvollen Umgang mit Sexualität entwickeln und beurteilen Bezüge zu den fächerübergreifenden Themen gemäß Grundsatzband Kap. Keine Armut und",Anthropologie,Anthropologie,Sachsen-Anhalt,Gym,,2022,Bio,808
809,"Handeln im öffentlichen Raum in einem Streitgespräch anwenden. Themenbereich Anthropologie: Die Schülerinnen und Schüler können unterschiedliche anthropologische Positionen erläutern; darlegen, dass die Frage nach dem Selbstverständnis des Menschen im Zentrum anthropologischer Reflexion steht; begründen, dass anthropologische Kernannahmen auf Postulaten basieren; die Begründung und die Konsequenzen eines auf empirisch-naturalistischer Grundlage konzipierten Menschenbildes entfalten; die Begründung und die Konsequenzen eines Menschenbildes, das den",Anthropologie,anthropologischer,Bremen,Gym,Sek2,2009,"Ethik, Philo",809
810,"Sozialformen Kompetenzen und Inhalte Die folgenden Reflexionsbereiche bis sind verbindlich. Bei der Auseinandersetzung mit philosophischen Gegenständen sind stets Fragestellungen aus mehreren Reflexionsbereichen einzubeziehen. Verbindliche Reflexionsbereiche ethisch-praktischer Reflexionsbereich geschichtlicher, gesellschaftlicher und anthropologischer Reflexionsbereich sprachphilosophischer und erkenntnistheoretischer Reflexionsbereich metaphysischer Reflexionsbereich Ethisch-praktischer Reflexionsbereich Inhalte Fragen der menschlichen Freiheit und Verantwortung Auseinandersetzung mit individuellen und gesellschaftlichen Werten und Normen und ihren Konsequenzen Reflexion philosophischer Entwürfe",Anthropologie,anthropologischer,Berlin,Gym,Sek2,2022,"Ethik, Philo",810
811,"die Analyse ethischer Positionen differenziert und gestärkt. Die Verbindung zu anderen Reflexionsbereichen ist durch Fragen der Anthropologie ., der Methodologie . und auch der Letztbegründung . gegeben. Geschichtlicher, gesellschaftlicher und anthropologischer Reflexionsbereich Inhalte Fragen der Bestimmung des Menschen Auseinandersetzung mit philosophischen Entwürfen zu Menschen- und Gesellschaftsbildern Reflexion historischer und gegenwärtiger Modelle von Geschichte, Staat und Gesellschaft Mögliche Schwerpunkte der Mensch als",Anthropologie,anthropologischer,Berlin,Gym,Sek2,2022,"Ethik, Philo",811
812,"PHI Mensch und Gesellschaft phi- / PHI- Erkenntnis und Wahrheit phi- / PHI- Sein und Werden Schematische Übersicht Wahlpflichtfach / Einführungsphase Einführung in das Philosophieren Ethisch-praktischer Reflexionsbereich Geschichtlicher, gesellschaftlicher und anthropologischer Reflexionsbereich Sprachphilosophischer und erkenntnistheoretischer Reflexionsbereich Metaphysischer Reflexionsbereich Zusätzliche Aspekte, die bei der Unterrichtskonzeption berücksichtigt werden müssen: mindestens einmal: Erschließung einer Ganzschrift Analyse und Übung der Argumentation immer: exemplarisch: geistes- und",Anthropologie,anthropologischer,Berlin,Gym,Sek2,2022,"Ethik, Philo",812
813,"Willens, Abgrenzung von Beeinflussung und Determination z. B. individuelle: Gewohnheiten; soziale: Rollenerwartungen; gesellschaftliche: Ideologien, neuro-biologische: Vorherbestimmung durch Gehirntätigkeiten diskutieren mögliche Einschränkungen auf der Ebene der Handlungsfreiheit, innere und äußere Zwänge Anthropologie - Freiheit und Verantwortung grundlegende Aspekte Allgemeine Ethik Hauptphase GK Inhaltsbezogene Kompetenzen Konkretisierungen und Hinweise Freiheit Die Schülerinnen und Schüler erklären ein Orientierungsbedürfnis als Konsequenz der Freiheiten des Menschen. Vergleich",Anthropologie,Anthropologie,Saarland,Gym,Sek2,2024,"Ethik, Philo",813
814,"dar. Verhältnis eines Trägers mit seinem Handeln zu einem Objekt vor einer Instanz aufgrund einer Wertebasis Ich übernehme mit einem Handeln Verantwortung für etwas vor jemandem/etwas aufgrund des Wertes X. Anthropologie - Freiheit und Verantwortung grundlegende Aspekte Allgemeine Ethik Hauptphase GK Inhaltsbezogene Kompetenzen Konkretisierungen und Hinweise Verantwortung Die Schülerinnen und Schüler unterscheiden zwischen prospektiver und retrospektiver Verantwortung, mithilfe der Begriffe Pflicht",Anthropologie,Anthropologie,Saarland,Gym,Sek2,2024,"Ethik, Philo",814
815,"ausgewählte Positionen des Atheismus religiöse/weltanschauliche Aspekte in Bereichsethiken, z. B. ökologische z. B. Bewahrung der Schöpfung, medizinische Ethik z. B. Gentechnik, PID ... Erwartete Kompetenzen in der Qualifikationsphase Rahmenthema : Anthropologie Rahmenthema : Anthropologie Der Imperativ Erkenne dich selbst, Inschrift des Apollo-Tempels in Delphi, beinhaltet formelhaft den Bildungsauftrag des dritten Rahmenthemas, in welchem sich die Schülerinnen und Schüler schrittweise mit der",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",815
816,"urteilen. Paderborn: Schöningh, Tetens, Holm: Philosophisches Argumentieren. München: Beck, Pfeifer, Volker: Ethisch argumentieren. Paderborn: Schöningh, Pfister, Jonas: Werkzeuge des Philosophierens. Stuttgart: Reclam, Rosenberg, F. Jay: Philosophieren. Frankfurt am Main: Klostermann, Anthropologie - Freiheit und Verantwortung grundlegende Aspekte Allgemeine Ethik Hauptphase GK Die Eigenschaft des Menschen, Verantwortung zu erleben und auch bewusst zu übernehmen, zeigt an, dass er in einem ethischen Nachdenken",Anthropologie,Anthropologie,Saarland,Gym,Sek2,2024,"Ethik, Philo",816
817,"Atheismus religiöse/weltanschauliche Aspekte in Bereichsethiken, z. B. ökologische z. B. Bewahrung der Schöpfung, medizinische Ethik z. B. Gentechnik, PID ... Erwartete Kompetenzen in der Qualifikationsphase Rahmenthema : Anthropologie Rahmenthema : Anthropologie Der Imperativ Erkenne dich selbst, Inschrift des Apollo-Tempels in Delphi, beinhaltet formelhaft den Bildungsauftrag des dritten Rahmenthemas, in welchem sich die Schülerinnen und Schüler schrittweise mit der Frage nach dem",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",817
818,"wird das Pflichtmodul durch eine Auseinandersetzung mit der Leib-Seele-Problematik, die durch die Thematisierung konträrer Positionen bisher erarbeitete Standpunkte zum Wesen des Menschen nuancieren bzw. problematisieren kann. Die Wahlmodule des Rahmenthemas Anthropologie stellen im Anschluss fachwissenschaftlich bedeutsame und schülerrelevante Vertiefungen des Pflichtmoduls dar: Der Fokus auf Menschenbilder wird hier durch anthropologische Impulse wichtiger Bezugsdisziplinen des Faches Werte und Normen erlangt. Hier erarbeiten",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",818
819,"Grundannahmen nicht-wissenschaftlicher Weltdeutungen in Religionen und Weltanschauungen als auch die anthropologischen Resultate in verschiedenen Wissenschaften Biologie, Psychologie und Soziologie. Das abschließende Wahlmodul leitet die Perspektive der Lernenden auf die philosophische Anthropologie, deren bereits in der Antike entwickelten Ursprünge sich seit Beginn des Jahrhunderts neu entwickelt haben und die anthropologische Basisannahmen sowohl der nicht-wissenschaftlichen als auch der wissenschaftlichen Deutungssysteme zu integrieren versucht.",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",819
820,"Religion, Wirtschaft herausarbeiten und diskutieren Analysieren und interpretieren , , Moralphilosophie Angewandte Ethik Religion und Religionskritik BIO Evolution und Ökologie Freiheit und Anthropologie Die Schülerinnen und Schüler können Aspekte philosophischer Anthropologie darstellen und im Kontext von Freiheit diskutieren. Sie können unterschiedliche Zugänge zum Menschen und zur Welt vergleichen und beurteilen. Sie können die Funktion von Erziehung, Bildung und Sozialisation kritisch hinterfragen",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",820
821,"vergleichen und beurteilen. Sie können die Funktion von Erziehung, Bildung und Sozialisation kritisch hinterfragen und das Selbstverständnis des Menschen in der Moderne erörtern. Die Schülerinnen und Schüler können Grundlagen philosophischer Anthropologie zum Beispiel Weltoffenheit, Selbstbewusstsein, Institutionen darstellen und deren Beitrag für das jeweilige Selbstverständnis des Menschen untersuchen BTV Personale und gesellschaftliche Vielfalt die Bedingungen der Möglichkeit von Freiheit aus verschiedenen Menschenbildern",Anthropologie,Anthropologie,BaWü,Gym,,2016,"Ethik, Philo",821
822,"W. James Zeitstandardisierung z. B. bei R. Levine der Mensch im beschleunigten Zeitalter z. B. bei P. Virilio oder H. Rosa Zeitreisen als Topos in der Kunst ... Verbindliche Grundbegriffe Anthropologie, Determinismus, Dualismus, Freiheit, Indeterminismus, Kompatibilismus, Leib-SeeleDualismus, Monismus, Selbstreflexivität, soziale Rolle, Vernunft, Willensfreiheit/Handlungsfreiheit Rahmenthema - Wahlmodul : Menschenbilder in Wissenschaften Verbindliche Unterrichtsaspekte: Menschenbilder in der Psychologie Menschenbilder in der Soziologie Menschenbilder",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",822
823,im Humanismus Ethik und Wissenschaftlichkeit als Bezugspunkte menschlicher Lebensführung im Humanismus Eigenverantwortung und Autonomie in der Tradition des Humanismus Metaphysikfreiheit moderner humanistischer Strömungen ... Rahmenthema - Wahlmodul : Die philosophische Anthropologie der Moderne Verbindliche Unterrichtsaspekte: der Mensch als Naturwesen in der Philosophie des Jahrhunderts der Mensch als Kulturwesen in der Philosophischen Anthropologie des Jahrhunderts Menschenbilder des Existentialismus Mögliche Konkretisierungen und Ergänzungen:,Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",823
824,"variablen Pflichtbereich. Welches Thema im variablen Pflichtbereich Angewandte Ethik zu behandeln ist, wird den Schulen von der Schulaufsichtsbehörde für jeden Abiturjahrgang rechtzeitig mitgeteilt. Themenübersicht Hauptphase Allgemeine Ethik GK Themenfelder Halbjahr Anthropologie - Freiheit und Verantwortung grundlegende Aspekte Stunden Glück und das gute Leben Stunden Argumentieren ca. Stunden im Jahr Themenfelder Halbjahr Grundbegriffe der Ethik und der Moral Stunden Moraltheoretische Modelle I",Anthropologie,Anthropologie,Saarland,Gym,Sek2,2024,"Ethik, Philo",824
825,Verantwortungsethik als Antwort der Gegenwart auf den erweiterten technischen Fortschritt interpretieren - Katholischer Religionsunterricht: Der Mensch - berufen zu Freiheit und Hoffnung die aus dem Sinnhorizont und Wertbezug der christlichen Anthropologie erwachsenden Konsequenzen für das ethische Handeln diskutieren - Evangelischer Religionsunterricht: Anthropologie: Eine begründete Vorstellung vom Menschsein entwickeln exemplarisch das Verhältnis zwischen Mensch und Technologie beurteilen und daraus erwachsende ethische Herausforderungen,Anthropologie,Anthropologie,Sachsen-Anhalt,Gym,,2022,Sozialkunde,825
826,"es nicht, mit den Themen verknüpfte Fakten oder philosophisch-ethisches Fachwissen reproduzieren zu können. Die im Lehrplan angeführten Inhalte sind überwiegend Ausgangs- bzw. Anknüpfungspunkte ethischen Nachdenkens. Grundlegendes Fachwissen in Form von anthropologischen und ethischen Grundpositionen Glückslehren moralphilosophischen Argureitet und in der Einführungs- und Hauptphase der Oberstufe ausdrücklich eingeführt. Die Themen der Perspektiven der Sollens-Dimension sollen nicht isoliert, sondern im Zusammenhang mit den",Anthropologie,anthropologischen,Saarland,Gym,,2018,"Ethik, Philo",826
827,"humanistischer Strömungen ... Rahmenthema - Wahlmodul : Die philosophische Anthropologie der Moderne Verbindliche Unterrichtsaspekte: der Mensch als Naturwesen in der Philosophie des Jahrhunderts der Mensch als Kulturwesen in der Philosophischen Anthropologie des Jahrhunderts Menschenbilder des Existentialismus Mögliche Konkretisierungen und Ergänzungen: der Mensch als leibliches Wesen bei Schopenhauer der Mensch als Übergang und Übermensch bei Nietzsche der Mensch als Kamel, Löwe und",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",827
828,"Mensch als Kamel, Löwe und spielendes Kind bei Nietzsche der elan vital bei Bergson reduktionistische Sichtweisen auf den Menschen im Naturalismus z. B. bei Konrad Lorenz das Verhältnis zwischen Philosophischer Anthropologie seit Beginn des Jahrhunderts und den Anthropologien anderer Wissenschaften Kultur als Voraussetzung für menschliches Überleben und menschliche Dominanz z. B. bei M. Scheler und A. Gehlen Plessners Theorie der exzentrischen",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",828
829,für die Verstehensund Erfahrenswelt der Schülerinnen und Schüler sein. Übersicht über die verbindlichen Kurse und Themen der Oberstufe Jahrgangsstufe / Kurs Reflexionsbereich Themen Seite E. Einführung in das philosophische Denken Anthropologischer Reflexionsbereich Einführung in das philosophische Denken Der Mensch im Spiegel seiner Bezüge Der Mensch in der Dualität seines Wesens Der Mensch in der Spannung zwischen Selbstbild und Fremdbild E. Ethisches,Anthropologie,anthropologischer,Schleswig-Holstein,,,2016,"Ethik, Philo",829
830,"kann man den Dimensionen entsprechend wie folgt zusammenfassen: Sie entwickeln eine differenzierte Sicht auf ihr individuelles und soziales Handeln sowie auf die Kontexte und Einflusssphären ihres Handelns Sein. Sie lernen anthropologische und ethische Aspekte des Handelns, insbesondere Wertvorstellungen, kennen Sein. Sie prüfen deren Relevanz für ihre eigene Lebenswirklichkeit Sein. Sie beurteilen diese im argumentativen Diskurs im Hinblick auf die Möglichkeit der",Anthropologie,anthropologische,Saarland,Gym,,2018,"Ethik, Philo",830
831,"Einübung der Kompetenzen oder auch die projektförmige Bearbeitung der HandlungsDimension sowie die Beschäftigung mit weiteren relevanten Themen, zum Beispiel solche, die tagesaktuelle Anlässe aufgreifen. In seiner Grundanlage ist der Lehrplan anthropologisch ausgerichtet: Es geht um eine Betrachtung des Menschen, wobei die dabei leitende Perspektive die der Freiheit ist. Ausgehend von der in unserer Gesellschaft verankerten Vorstellung eines besonderen Wertes des Menschen,",Anthropologie,anthropologisch,Saarland,Gym,Sek2,2020,"Ethik, Philo",831
832,"RT Grundrechte RT das Heilige RT Hierophanie RT Menschenwürde RT Menschenrechte RT Naturrecht RT das Profane RT Rechtspositivismus RT Religionen RT Säkularismus RT Schuld RT Schuldfähigkeit RT Weltanschauung RT Qualifikationsphase Anthropologie RT Autonomie RT Deontologie RT Determinismus RT Dualismus RT Eudaimonismus RT Falsifikation RT Freiheit RT Glauben-Meinen-Wissen RT Glück s. Eudaimonismus Handlungsutilitarismus quantitativ und qualitativ RT Hedonismus RT , RT Herrschaft",Anthropologie,Anthropologie,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",832
833,Wesen des Menschen nuancieren bzw. problematisieren kann. Die Wahlmodule des Rahmenthemas Anthropologie stellen im Anschluss fachwissenschaftlich bedeutsame und schülerrelevante Vertiefungen des Pflichtmoduls dar: Der Fokus auf Menschenbilder wird hier durch anthropologische Impulse wichtiger Bezugsdisziplinen des Faches Werte und Normen erlangt. Hier erarbeiten die Schülerinnen und Schüler nämlich sowohl die anthropologischen Grundannahmen nicht-wissenschaftlicher Weltdeutungen in Religionen und Weltanschauungen als auch die anthropologischen,Anthropologie,anthropologische,Niedersachsen,Gym,Sek2,2018,"Ethik, Philo",833
