term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
sozial,101,0.0049,0.0039,0.0005,0.0004,0.004,0.0801,0.0834,0.0046,0.0002,0.0031,0.0003,0.0266,0.0004,0.0065,0.0018,0.0043,0.0031,0.0572,0.0664,0.0045
toleranz,66,0.004,0.0041,0.0002,0.0433,0.0039,0.0235,0.0002,0.004,0.0439,0.0027,0.0243,0.0171,0.0362,0.004,0.0017,0.0051,0.0034,0.0387,0.0002,0.004
fähigkeit,45,0.004,0.0042,0.0253,0.0004,0.0045,0.0004,0.0003,0.004,0.0332,0.0027,0.0003,0.0117,0.0394,0.004,0.0153,0.004,0.003,0.0352,0.0002,0.004
mensch,43,0.0041,0.0038,0.0144,0.0004,0.0045,0.0128,0.0116,0.004,0.0002,0.0716,0.0003,0.0004,0.0099,0.0039,0.0017,0.0042,0.0032,0.0359,0.0002,0.0043
unterschiedlich,38,0.0043,0.0041,0.0199,0.0193,0.0042,0.0004,0.0002,0.0043,0.0188,0.0257,0.0003,0.0167,0.0183,0.0052,0.0015,0.004,0.0031,0.0075,0.0285,0.0041
handeln,36,0.0045,0.0041,0.0026,0.0004,0.0039,0.0004,0.0023,0.0041,0.0091,0.0485,0.0258,0.0181,0.0004,0.0048,0.029,0.004,0.0031,0.0001,0.0372,0.0041
entwickeln,35,0.004,0.0045,0.0192,0.0004,0.0042,0.0004,0.0118,0.0043,0.0318,0.0025,0.0725,0.0069,0.0542,0.0042,0.0015,0.0039,0.0031,0.0001,0.0002,0.0041
konflikt,35,0.0039,0.004,0.0002,0.0179,0.004,0.0004,0.0241,0.0041,0.0002,0.0027,0.0003,0.0167,0.0214,0.0039,0.0017,0.0042,0.0033,0.0363,0.0002,0.0044
respekt,35,0.004,0.004,0.0002,0.007,0.004,0.0115,0.0002,0.0039,0.0165,0.0028,0.0003,0.0167,0.0003,0.0041,0.0015,0.0042,0.0029,0.0387,0.0002,0.0041
perspektivwechsel,34,0.0039,0.0042,0.0229,0.0326,0.0045,0.0005,0.0506,0.0043,0.0002,0.0025,0.0402,0.0004,0.0221,0.0037,0.0017,0.0042,0.0315,0.0004,0.0002,0.0039
wert,31,0.004,0.0041,0.0002,0.007,0.004,0.0764,0.0002,0.0044,0.009,0.0026,0.0384,0.0004,0.0004,0.0041,0.0154,0.0042,0.0031,0.0001,0.0002,0.004
nehmen,30,0.0047,0.004,0.0002,0.0004,0.0041,0.0399,0.0002,0.0041,0.0002,0.0029,0.0003,0.0004,0.0003,0.0055,0.0015,0.0041,0.0031,0.0001,0.0569,0.0041
