topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,2,114,1,1,0,118
2,8,50,14,1,56,129
3,14,102,5,6,34,161
4,8,41,17,1,50,117
5,8,73,11,5,18,115
