topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.245,353,54.9185
2,1,0.1989,282,40.2487
3,5,0.1115,138,101.3367
4,2,0.1,127,114.4002
5,6,0.0916,108,54.4385
6,9,0.0764,90,93.6529
7,3,0.0629,57,87.4778
8,4,0.0475,49,90.7715
9,8,0.0345,37,62.5538
10,10,0.0319,24,68.1704
