rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,mensch,184,54.50955516486268,0.02618132459392507
2,gesellschaft,60,49.12213076033611,0.023593706576615227
3,interesse,128,43.15929425739246,0.02072971406168996
4,leben,146,32.19369506345067,0.01546285926907304
5,frage,70,29.693373211582543,0.01426193701250617
6,konflikt,60,28.351760749430905,0.013617551065040413
7,politisch,38,26.292341994153634,0.01262839768186462
8,akteur,22,23.642448109504237,0.011355634920847183
9,partner,28,23.396782191944524,0.011237639844390546
10,struktur,34,23.30197373104734,0.011192102670559421
11,nutzen,32,21.964485026279927,0.01054969739291011
12,inhalt,44,21.25386732390538,0.010208382688143445
13,gruppe,41,21.24194553354947,0.01020265656797782
14,gemeinschaft,44,19.862447552459187,0.009540073938008565
15,gestalten,23,19.61277006545265,0.009420152076394706
16,system,26,19.351870470795717,0.009294840157163711
17,wandel,32,19.000556891537187,0.009126101762124484
18,knappheit,30,18.42966190024976,0.008851896862988248
19,themenfeld,19,17.995910403933507,0.008643562953753254
20,produkt,23,17.435534552931934,0.008374410472040718
