,text_excerpt,state,school type,grade,year,subject,doc_id
11181,"auszuwerten und die Ergebnisse in verständlicher Form darzustellen. Die Schülerinnen und Schüler wenden die Grundlegenden Begriffe Ausländer, Asyl, demografischer Wandel, Devianz, Diskriminierung, Eigenverantwortung, Generationenvertrag, Identität, Identifikation, Migration, Resilienz, Solidarität, soziale Gerechtigkeit, soziales Netz, Sozialstaat sozialer Rechtsstaat, Subsidiarität, Zivilcourage und die rechtlichen Bestimmungen des Grundgesetzes Art. a, , GG, der Genfer Flüchtlingskonvention GFK und des Sozialgesetzbuchs SGB I bei der Beschreibung und",Bayern,Realschule,,2023,"Ethik, Philo",11181
11182,"Schülerinnen und Schüler beschreiben Merkmale der biblischen Propheten, einschließlich des jeweiligen geschichtlichen Hintergrunds, und verstehen prophetisches Reden als Gotteswort in Menschenwort. Sie beurteilen heutige Verhältnisse, in denen die Grundwerte der Gerechtigkeit, des Friedens und der Bewahrung der Schöpfung bedroht sind, und begründen die Notwendigkeit prophetischen Eingreifens damals wie heute. Sie stellen die Bedeutung der Sakramente der katholischen Kirche in ihren wesentlichen",Bayern,Realschule,,2023,"Ethik, Philo",11182
11183,Literatur Wahlbereich : Gibt es einen gerechten Krieg Jahrgangsstufen / Lernbereich : Fragen nach der Freiheit Ustd. Lernbereich : Fragen nach dem guten Handeln Ustd. Lernbereich : Fragen nach der Gerechtigkeit Ustd. Lernbereiche mit Wahlcharakter Wahlbereich : Existenzialistische Literatur Wahlbereich : Kritik der Ethik Wahlbereich : Ethische Grenzfälle in der Medizin Wahlbereich : Mit dem Tode strafen Ziele interkulturelle Kompetenz: Die,Sachsen,Gym,,2019,"Ethik, Philo",11183
11184,"realistisches Bild von tatsächlichem Kriegsgeschehen abgeben. begreifen Ursachen, Formen sowie Auswirkungen von Gewalt und handeln in ihrem Lebensumfeld bei der Lösung von Konflikten nach Grundwerten für ein friedliches Zusammenleben, wie Gerechtigkeit und Toleranz. zeigen Verständnis für die grundlegende Bedeutung der Wahrung des Friedens für das Leben des Einzelnen sowie die Entfaltung seiner Persönlichkeit und Fähigkeiten. schätzen am Beispiel des Engagements historischer",Bayern,Realschule,,2023,"Ethik, Philo",11184
11185,"Anwendung auf medizinische Behandlungen, z. B. pränatale Diagnostik, Genomanalyse ethische Problemfelder: z. B. Arzt-Patient-Verhältnis, moderne Reproduktionsmedizin z. B. Selektionsmöglichkeiten, Leihmutterschaft, Beendigung des Lebens z. B. Schwangerschaftsabbruch, lebensverlängernde Maßnahmen, Sterbehilfe, Patientenverfügung, Gerechtigkeit in der Medizin z. B. Kosten im Gesundheitswesen, Organtransplantation Zusammenhang Person und Menschenwürde; unterschiedliche Definitionen von Person: z. B. jeder Mensch ab dem Moment der Zeugung, Wesen mit Interessen oder",Bayern,Realschule,,2023,"Ethik, Philo",11185
11186,"unterschiedliche Definitionen von Person: z. B. jeder Mensch ab dem Moment der Zeugung, Wesen mit Interessen oder Empfindungsfähigkeit; Konsequenzen z. B. in Bezug auf Schwangerschaftsabbruch medizinethische Prinzipien: Autonomie, Schadensvermeidung, Fürsorge, Gerechtigkeit Schritte einer ethischen Urteilsfindung: Situationsanalyse Fakten, Beteiligte, Betroffene, Interessenanalyse Interessen, Rollenerwartungen, Bestimmung des Konflikts, Normenanalyse Feststellung und Gewichtung der medizinethischen Prinzipien, Güterabwägung Deutscher Ethikrat, Ethikkommissionen, z. B. bei der Bundesärztekammer,",Bayern,Realschule,,2023,"Ethik, Philo",11186
11187,"den Heiden und Ratgeber in Konflikten, z. B. in Korinth Apg ,-; Kor ,-.; Kor ,-, in der Provinz Galatien Gal - Botschaft des Paulus, z. B. Verkündigung der Christusbotschaft; Gerechtigkeit vor Gott Röm ,; zentrale Begriffe wie Glaube, Liebe, Hoffnung Mission heute, z. B. Zentrum Mission EineWelt, missionarisch-diakonisches Praktikum, Missionarin und Missionar auf Zeit, ggf. in Abgrenzung zu problematischen Formen",Bayern,Realschule,,2023,"Ethik, Philo",11187
11188,Schüler ... nehmen die unterschiedlichen christlichen Gruppierungen und Kirchen in ihrem Umfeld wahr und tauschen sich über Verbindendes und Trennendes aus. Lernbereich : Propheten und die Frage nach Recht und Gerechtigkeit erklären die Bedeutung von Ökumene in ihren unterschiedlichen Ausprägungen und bringen eigene Erfahrungen dazu ein. geben Auskunft über besondere Merkmale der evangelisch-lutherischen und der römischkatholischen Konfession und reflektieren Chancen und,Bayern,Realschule,,2023,"Ethik, Philo",11188
11189,"Vertreibung der Juden aus Europa Antijudaismus, Antisemitismus Massenmord an Juden: Shoa, Holocaust Rassismus Grundgesetz Artikel Richter: Damals war es Friedrich Dokumentationen LB LB GE, Kl. , LB Werteorientierung Wahlbereich : Gerechtigkeit in der Schule Kennen von Problemen der Gerechtigkeit in der Schule Fairness in der Schule: Sport, Bewertung, Hausaufgaben Schreibgespräch Placemat Gestalten eines Verbesserungsvorschlags Präsentation mit digitalen Medien, Videoclip Brief an",Sachsen,Gym,,2019,"Ethik, Philo",11189
11190,"geben Auskunft über die sozialen und religiösen Verhältnisse zur Zeit dieses Propheten und erläutern, wie er sich für die Rückkehr der Menschen zu Gott und damit auch für Recht und Gerechtigkeit einsetzt. tauschen sich darüber aus, wie Menschen sich für Gerechtigkeit engagieren, beschreiben Ähnlichkeiten und Differenzen zu biblischen Propheten und leiten daraus Handlungsmöglichkeiten für sich ab. erörtern ihre Möglichkeiten und Grenzen,",Bayern,Realschule,,2023,"Ethik, Philo",11190
