topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.16,366,50.2589
2,4,0.1225,251,40.8533
3,7,0.1197,292,64.5685
4,2,0.1085,246,64.855
5,3,0.0996,213,165.9984
6,10,0.0961,220,54.9212
7,8,0.0882,177,96.9338
8,9,0.0802,169,65.0281
9,6,0.0661,114,74.6371
10,1,0.0592,87,87.0148
