topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2349,68,22.2897
2,1,0.2153,66,14.5602
3,3,0.1962,59,10.6729
4,2,0.1807,50,13.8333
5,4,0.1728,42,12.0022
