topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.1739,242,70.2244
2,4,0.1711,208,59.4701
3,2,0.1578,198,38.5157
4,7,0.1572,208,89.4148
5,3,0.1255,151,55.4079
6,5,0.1171,147,39.4398
7,6,0.0974,110,59.4299
