term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
fach,394,0.0131,0.0048,0.0,0.0,0.0059,0.0,0.0768,0.0189,0.0,0.0168
kompetenz,308,0.0176,0.0011,0.005,0.0,0.0025,0.023,0.0234,0.006,0.0,0.0212
naturwissenschaftlich,284,0.0223,0.0,0.0253,0.0,0.0057,0.0,0.0001,0.0,0.0047,0.0073
fachlich,260,0.0071,0.0089,0.0168,0.0,0.0,0.0,0.0173,0.0005,0.0129,0.0067
inhaltsfelder,222,0.0011,0.0,0.0,0.0,0.0,0.0,0.058,0.0096,0.0,0.0109
zusammenhang,221,0.0042,0.0004,0.0168,0.0018,0.0,0.0002,0.0,0.0133,0.0122,0.0086
entwicklung,219,0.0,0.0083,0.0,0.0156,0.0001,0.0158,0.0,0.0208,0.0001,0.0036
sachverhalt,199,0.0071,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entwickeln,195,0.0084,0.0059,0.0081,0.0012,0.0035,0.0,0.0,0.0174,0.0087,0.0028
inhalt,178,0.0108,0.0061,0.0,0.0038,0.0054,0.0,0.0097,0.0,0.0,0.0189
basiskonzept,169,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0111,0.0052,0.039
beschreiben,169,0.022,0.0,0.0088,0.0,0.0,0.0016,0.0,0.0,0.0133,0.0
struktur,168,0.0031,0.0009,0.0006,0.0038,0.0,0.0,0.0167,0.0,0.0194,0.0146
wissen,167,0.0022,0.0,0.0261,0.0,0.0,0.0,0.0,0.0001,0.0,0.0
historisch,155,0.0001,0.0,0.0037,0.0043,0.0,0.0235,0.0,0.0,0.0024,0.0138
erläutern,150,0.0267,0.0,0.0,0.0,0.0,0.0156,0.0,0.0007,0.005,0.0
sachverhalte,144,0.0128,0.0,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.003
