topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,0,15,0,42,57
2,17,37,7,11,42,114
3,5,19,4,0,5,33
4,0,22,1,0,10,33
5,3,30,2,3,8,46
