topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,9,0.1445,103,16.9533
2,10,0.1249,74,23.8201
3,4,0.1218,84,34.6615
4,7,0.112,68,31.1682
5,5,0.1096,66,29.8159
6,2,0.0899,57,25.0188
7,8,0.0867,56,35.3884
8,3,0.0828,57,20.4564
9,1,0.0642,39,54.803
10,6,0.0637,36,18.1153
